time;vname;pose;bp0;bp1;bp2;bp3;bp4;bp5;bp6;bp7;bp8;bp9;bp10;bp11;bp12;bp13;bp14;bp15;bp16;bp17;bp18;bp19;bp20;bp21;bp22;bp23;bp24;bp25;bp26;bp27;bp28;bp29;bp30;bp31;bp32
1.88;videos/cuts_test/50wtf16.mp4;fall;(561.8, 249.38);(557.35, 239.25);(558.03, 238.96);(558.59, 238.68);(551.83, 240.28);(548.22, 240.8);(544.0, 241.5);(549.11, 244.67);(529.58, 249.19);(562.21, 261.38);(556.19, 262.85);(558.56, 308.62);(497.2, 310.1);(546.37, 384.79);(469.18, 401.45);(556.45, 398.09);(539.59, 397.64);(561.2, 406.16);(556.67, 399.83);(561.51, 399.54);(558.19, 391.99);(559.49, 394.93);(553.75, 390.92);(540.58, 459.7);(502.12, 461.83);(563.15, 569.88);(503.18, 589.68);(474.88, 537.81);(432.13, 531.01);(469.1, 519.98);(421.28, 513.3);(448.97, 562.4);(408.88, 552.16)
1.92;videos/cuts_test/50wtf16.mp4;fall;(564.94, 249.52);(560.47, 239.41);(561.28, 239.12);(562.01, 238.83);(554.68, 240.52);(551.09, 241.04);(546.75, 241.8);(553.26, 244.98);(532.72, 249.9);(565.83, 261.67);(559.51, 263.08);(562.73, 309.75);(501.01, 310.32);(553.37, 384.25);(471.78, 401.75);(556.26, 400.54);(542.48, 398.16);(558.79, 412.35);(559.43, 400.41);(561.59, 401.85);(561.06, 392.5);(558.12, 398.81);(556.73, 391.37);(542.63, 460.68);(504.27, 462.65);(564.18, 572.73);(503.42, 590.85);(475.28, 537.83);(433.62, 531.09);(470.09, 520.01);(423.27, 513.62);(448.92, 561.95);(409.02, 552.35)
1.96;videos/cuts_test/50wtf16.mp4;fall;(569.22, 249.74);(564.6, 239.63);(565.36, 239.35);(566.05, 239.09);(558.87, 240.76);(555.28, 241.28);(550.9, 242.09);(557.25, 245.31);(536.71, 250.45);(569.89, 261.87);(563.7, 263.32);(566.43, 310.45);(505.22, 310.16);(556.64, 382.69);(474.71, 401.12);(559.62, 400.87);(545.88, 398.45);(562.52, 412.66);(562.48, 401.31);(564.28, 402.2);(564.31, 393.76);(560.52, 399.63);(560.15, 392.56);(544.27, 461.17);(505.96, 462.78);(564.96, 571.66);(503.43, 591.02);(476.33, 538.42);(433.91, 530.9);(471.31, 520.96);(424.16, 513.53);(451.07, 561.9);(409.21, 552.5)
2.0;videos/cuts_test/50wtf16.mp4;fall;(574.47, 249.7);(569.45, 239.56);(570.0, 239.26);(570.48, 239.0);(564.32, 240.71);(560.76, 241.22);(556.57, 242.02);(560.97, 245.26);(541.43, 250.45);(574.75, 261.8);(568.96, 263.28);(571.11, 310.28);(508.34, 310.04);(556.6, 382.15);(476.82, 400.55);(564.34, 400.37);(548.09, 398.05);(567.78, 411.05);(564.86, 401.35);(568.24, 402.14);(566.97, 393.57);(566.42, 398.54);(562.74, 392.29);(545.62, 461.26);(507.53, 462.47);(564.73, 570.97);(505.65, 590.98);(474.52, 538.14);(434.67, 530.81);(471.15, 517.96);(425.04, 512.86);(444.52, 550.12);(409.3, 550.95)
2.04;videos/cuts_test/50wtf16.mp4;fall;(579.05, 249.54);(573.91, 239.3);(574.37, 238.99);(574.79, 238.71);(569.0, 240.51);(565.52, 241.05);(561.51, 241.82);(565.29, 245.0);(546.3, 250.16);(579.3, 261.51);(573.37, 263.02);(575.76, 310.13);(511.74, 309.97);(562.85, 380.39);(479.21, 400.29);(567.23, 400.05);(550.08, 397.63);(570.81, 410.41);(567.15, 401.19);(571.24, 402.38);(569.78, 392.91);(569.84, 397.93);(565.32, 391.79);(547.63, 461.85);(509.8, 462.37);(564.48, 571.35);(507.04, 590.95);(473.72, 537.06);(435.27, 530.49);(470.83, 515.49);(425.9, 512.01);(442.12, 544.52);(409.89, 549.43)
2.09;videos/cuts_test/50wtf16.mp4;fall;(584.3, 249.58);(579.01, 239.22);(579.5, 238.87);(579.93, 238.57);(574.09, 240.51);(570.55, 241.07);(566.51, 241.85);(570.18, 245.0);(551.17, 250.14);(584.49, 261.56);(578.5, 263.13);(581.37, 310.25);(515.75, 309.87);(568.91, 380.22);(482.28, 399.85);(568.43, 399.99);(551.68, 397.64);(572.31, 410.45);(569.04, 401.83);(572.89, 403.12);(572.18, 393.28);(571.95, 397.7);(567.61, 392.02);(549.65, 462.16);(511.69, 462.06);(564.31, 572.03);(506.75, 590.39);(473.23, 537.03);(436.33, 530.26);(470.68, 514.53);(427.06, 511.39);(441.6, 544.54);(410.62, 549.74)
2.13;videos/cuts_test/50wtf16.mp4;fall;(589.66, 249.51);(584.65, 239.13);(585.11, 238.79);(585.52, 238.48);(579.67, 240.43);(576.15, 241.0);(572.12, 241.76);(575.6, 244.94);(556.8, 249.97);(589.78, 261.46);(583.81, 262.97);(588.63, 310.7);(520.14, 309.78);(576.87, 380.3);(485.77, 399.4);(570.32, 399.84);(554.4, 397.67);(571.31, 411.06);(571.67, 402.33);(573.67, 403.34);(574.73, 394.11);(571.72, 397.47);(570.22, 392.53);(552.72, 462.7);(513.51, 461.96);(563.76, 572.36);(506.46, 589.92);(472.81, 536.68);(437.93, 529.62);(470.48, 512.58);(429.04, 510.5);(441.46, 543.78);(411.72, 549.54)
2.17;videos/cuts_test/50wtf16.mp4;fall;(596.44, 249.96);(591.88, 239.53);(592.41, 239.16);(592.88, 238.85);(586.41, 240.77);(582.66, 241.27);(578.37, 241.97);(583.02, 245.09);(563.06, 249.92);(596.3, 261.91);(589.88, 263.29);(595.7, 311.5);(524.74, 309.69);(582.82, 381.7);(488.56, 398.91);(572.55, 400.04);(557.25, 398.38);(572.24, 411.87);(574.72, 403.52);(576.83, 402.99);(577.54, 396.01);(573.04, 397.89);(572.84, 394.35);(554.94, 463.67);(515.29, 462.0);(562.95, 572.75);(506.23, 589.58);(472.21, 533.07);(437.96, 528.47);(470.68, 509.34);(429.37, 508.81);(440.38, 538.0);(412.36, 545.89)
2.21;videos/cuts_test/50wtf16.mp4;fall;(602.49, 250.74);(598.37, 240.2);(598.97, 239.84);(599.52, 239.54);(592.68, 241.27);(589.13, 241.66);(584.78, 242.26);(589.92, 245.48);(569.54, 249.92);(601.96, 262.6);(595.36, 263.67);(601.42, 313.13);(530.3, 309.62);(585.91, 382.47);(492.57, 397.98);(576.4, 400.67);(562.19, 399.65);(578.78, 412.63);(579.66, 405.09);(582.4, 402.93);(582.86, 397.89);(577.63, 398.75);(578.34, 396.35);(558.43, 465.25);(517.57, 462.39);(562.91, 573.1);(506.07, 589.13);(472.85, 533.27);(438.6, 527.56);(472.83, 508.75);(429.83, 507.88);(441.15, 540.52);(412.96, 546.26)
2.25;videos/cuts_test/50wtf16.mp4;fall;(610.04, 251.92);(606.09, 241.19);(606.72, 240.84);(607.29, 240.55);(600.36, 242.1);(596.74, 242.4);(592.33, 242.93);(597.83, 246.28);(576.8, 250.36);(609.57, 264.1);(602.84, 264.87);(607.5, 315.08);(537.0, 309.57);(590.67, 383.93);(495.96, 397.45);(580.48, 401.38);(567.5, 400.48);(583.37, 413.01);(584.56, 406.2);(586.78, 403.06);(587.8, 399.38);(581.87, 399.55);(583.43, 397.75);(561.03, 465.89);(520.61, 462.33);(562.77, 573.57);(506.19, 589.08);(472.7, 531.72);(438.55, 525.9);(472.56, 507.65);(430.72, 506.29);(441.2, 537.55);(412.9, 545.79)
2.29;videos/cuts_test/50wtf16.mp4;fall;(618.79, 254.04);(614.91, 242.84);(615.56, 242.5);(616.15, 242.22);(608.93, 243.4);(605.19, 243.51);(600.64, 243.91);(606.07, 247.45);(584.73, 251.01);(617.9, 266.65);(611.18, 267.07);(615.02, 316.77);(543.1, 310.23);(596.08, 384.94);(500.11, 397.36);(581.9, 402.24);(571.1, 402.37);(584.08, 414.52);(588.43, 407.98);(585.65, 407.1);(592.0, 401.02);(583.06, 403.14);(587.46, 399.32);(562.82, 467.41);(523.48, 462.57);(562.6, 574.79);(506.29, 588.84);(475.53, 529.35);(439.35, 525.15);(472.4, 507.91);(431.85, 505.65);(440.86, 541.95);(412.89, 544.9)
2.34;videos/cuts_test/50wtf16.mp4;fall;(627.66, 256.58);(624.53, 245.01);(625.39, 244.72);(626.16, 244.45);(617.96, 245.07);(614.15, 244.99);(609.4, 245.31);(616.49, 249.21);(593.43, 252.37);(627.04, 269.52);(619.8, 269.91);(623.13, 318.43);(551.1, 310.97);(601.17, 385.8);(504.86, 397.31);(583.46, 405.94);(576.63, 404.89);(584.07, 420.31);(593.85, 410.44);(586.46, 410.48);(597.55, 403.25);(585.04, 406.12);(592.91, 401.76);(566.91, 468.69);(527.8, 463.23);(560.64, 575.64);(506.27, 588.47);(477.53, 526.19);(440.47, 523.94);(472.9, 507.36);(433.86, 504.45);(440.16, 535.41);(412.9, 542.28)
2.38;videos/cuts_test/50wtf16.mp4;fall;(637.98, 259.11);(634.61, 247.12);(635.35, 246.91);(635.98, 246.76);(628.22, 246.84);(624.42, 246.67);(619.73, 246.97);(626.79, 251.53);(603.38, 254.23);(637.11, 272.23);(630.4, 272.6);(632.0, 321.3);(559.6, 311.64);(610.42, 388.9);(511.09, 397.23);(589.17, 409.23);(582.1, 406.91);(587.56, 424.5);(598.58, 413.88);(590.5, 414.52);(602.77, 406.7);(589.64, 409.77);(598.16, 404.87);(570.96, 468.69);(532.26, 463.17);(560.63, 575.37);(508.1, 587.29);(478.05, 526.98);(443.75, 523.24);(476.98, 506.31);(436.81, 502.78);(446.09, 536.15);(413.92, 540.75)
2.42;videos/cuts_test/50wtf16.mp4;fall;(650.53, 262.98);(646.92, 250.26);(647.57, 250.04);(648.14, 249.91);(641.11, 250.05);(637.1, 249.76);(632.56, 250.2);(638.49, 254.64);(615.73, 257.32);(649.07, 275.98);(643.06, 276.91);(642.34, 324.21);(568.87, 314.14);(615.82, 388.71);(517.29, 397.22);(604.08, 409.94);(587.87, 409.62);(605.44, 423.84);(604.2, 417.87);(608.31, 416.02);(608.98, 410.49);(607.89, 409.43);(604.36, 408.11);(575.88, 470.58);(537.13, 464.05);(560.78, 577.15);(508.61, 587.33);(482.27, 524.6);(446.79, 522.55);(481.07, 504.57);(440.41, 501.06);(446.86, 527.36);(415.69, 537.85)
2.46;videos/cuts_test/50wtf16.mp4;fall;(662.61, 268.94);(660.1, 256.46);(660.91, 256.26);(661.64, 256.18);(653.96, 256.21);(649.57, 255.84);(644.79, 255.85);(652.7, 260.31);(628.17, 261.74);(660.57, 281.89);(654.26, 282.92);(654.6, 329.14);(578.53, 316.39);(623.39, 388.57);(523.3, 397.03);(612.96, 409.43);(594.08, 411.15);(616.25, 422.91);(611.56, 420.16);(623.96, 414.57);(617.42, 412.67);(619.28, 408.69);(612.72, 409.79);(582.12, 473.98);(543.15, 466.7);(561.68, 577.48);(509.85, 587.3);(485.07, 523.71);(451.57, 522.65);(481.46, 503.56);(445.37, 500.66);(447.78, 525.41);(416.88, 536.69)
2.5;videos/cuts_test/50wtf16.mp4;fall;(675.84, 276.62);(674.89, 264.68);(675.83, 264.67);(676.62, 264.57);(668.37, 263.89);(664.11, 263.22);(659.09, 262.56);(667.53, 267.28);(642.5, 267.6);(673.28, 289.74);(666.68, 290.07);(665.97, 336.99);(588.91, 320.02);(633.02, 394.64);(530.57, 397.12);(618.23, 411.48);(602.75, 413.8);(622.84, 423.36);(619.2, 423.52);(626.79, 416.36);(625.47, 416.21);(625.15, 409.74);(620.89, 413.1);(584.06, 481.79);(544.99, 472.2);(562.05, 578.14);(509.73, 587.12);(488.62, 522.97);(453.63, 521.57);(483.89, 502.6);(449.17, 499.98);(450.74, 519.82);(418.1, 534.7)
2.54;videos/cuts_test/50wtf16.mp4;fall;(692.38, 285.77);(692.52, 273.72);(693.47, 273.8);(694.25, 273.75);(685.94, 272.4);(681.83, 271.48);(677.02, 270.55);(685.53, 276.32);(659.6, 273.92);(689.86, 298.99);(682.23, 298.16);(681.07, 345.74);(602.06, 322.56);(644.0, 404.91);(540.9, 397.08);(634.5, 421.51);(612.82, 418.87);(638.48, 435.34);(630.25, 429.33);(644.83, 422.6);(638.89, 421.24);(642.8, 418.37);(634.45, 418.3);(590.35, 486.75);(551.51, 473.81);(563.95, 585.36);(520.58, 591.62);(490.07, 523.21);(459.23, 520.74);(484.9, 503.14);(454.4, 499.66);(459.07, 523.45);(421.77, 531.93)
2.59;videos/cuts_test/50wtf16.mp4;fall;(709.54, 298.11);(711.18, 286.17);(712.3, 286.41);(713.31, 286.66);(704.55, 284.32);(700.5, 283.19);(695.52, 282.13);(703.7, 288.38);(677.45, 283.28);(706.17, 310.24);(698.08, 308.35);(697.54, 356.62);(615.85, 326.58);(662.41, 416.54);(551.63, 396.95);(645.54, 437.49);(621.65, 424.72);(643.39, 442.95);(638.3, 436.65);(648.27, 435.85);(646.27, 430.47);(645.46, 437.8);(642.38, 427.29);(598.0, 489.76);(559.86, 475.61);(560.31, 581.32);(516.36, 585.7);(490.95, 520.12);(468.18, 517.91);(491.96, 502.07);(465.31, 498.12);(464.62, 525.38);(429.48, 528.61)
2.63;videos/cuts_test/50wtf16.mp4;fall;(729.75, 308.96);(732.05, 297.91);(733.29, 298.36);(734.36, 298.79);(725.4, 295.12);(721.46, 293.76);(716.7, 292.29);(724.13, 300.4);(698.39, 292.62);(725.46, 320.84);(717.32, 318.26);(714.93, 370.65);(631.76, 331.45);(677.99, 431.39);(564.39, 396.94);(661.74, 444.82);(632.05, 431.65);(655.16, 452.27);(645.84, 445.42);(662.13, 443.11);(654.55, 439.54);(662.09, 440.26);(651.69, 435.77);(606.01, 494.11);(568.65, 477.63);(560.36, 579.81);(515.22, 581.42);(497.04, 515.31);(480.06, 512.4);(496.04, 498.3);(476.14, 493.67);(471.59, 521.9);(460.42, 521.77)
2.67;videos/cuts_test/50wtf16.mp4;fall;(751.24, 326.08);(755.88, 314.0);(757.43, 314.72);(758.81, 315.41);(748.4, 310.61);(744.37, 308.95);(739.69, 307.31);(749.24, 316.54);(721.92, 307.11);(747.35, 339.54);(738.46, 335.25);(734.68, 387.32);(650.6, 339.56);(694.24, 446.71);(578.18, 397.09);(675.02, 458.56);(640.79, 439.18);(665.08, 464.51);(653.37, 455.51);(670.5, 457.13);(662.3, 449.84);(672.78, 453.12);(660.06, 445.19);(613.59, 500.64);(576.89, 480.79);(558.19, 574.2);(515.07, 577.79);(508.05, 512.73);(492.42, 510.68);(506.87, 493.83);(489.44, 491.91);(482.64, 519.42);(466.27, 521.3)
2.71;videos/cuts_test/50wtf16.mp4;fall;(778.03, 342.27);(784.15, 332.09);(785.75, 333.17);(787.18, 334.16);(777.13, 327.43);(773.88, 325.5);(769.93, 323.47);(778.18, 335.21);(754.21, 322.89);(772.71, 355.34);(763.67, 349.26);(754.21, 411.13);(671.7, 349.29);(712.78, 473.21);(594.55, 398.87);(688.16, 473.21);(653.11, 448.65);(673.9, 477.54);(663.06, 467.6);(680.73, 468.95);(674.09, 462.43);(684.39, 465.2);(672.67, 457.21);(623.03, 512.12);(588.14, 486.09);(558.34, 570.77);(516.15, 575.51);(511.77, 514.49);(502.41, 511.25);(510.37, 494.39);(501.08, 492.75);(481.01, 521.59);(468.95, 519.06)
2.75;videos/cuts_test/50wtf16.mp4;fall;(802.48, 370.38);(809.52, 360.7);(810.8, 362.15);(812.01, 363.61);(803.52, 354.63);(800.67, 352.08);(797.43, 349.58);(804.09, 364.17);(782.99, 346.85);(795.54, 383.33);(787.02, 375.78);(776.16, 439.63);(695.93, 362.85);(737.54, 498.57);(614.6, 402.39);(698.03, 494.21);(665.58, 458.53);(683.21, 496.44);(674.61, 480.44);(691.86, 488.05);(686.07, 475.85);(696.24, 484.99);(685.76, 469.84);(632.51, 523.45);(596.99, 492.62);(554.61, 567.26);(515.61, 571.54);(521.63, 511.1);(520.32, 505.47);(527.02, 491.01);(521.58, 489.54);(490.55, 514.95);(490.82, 504.98)
2.79;videos/cuts_test/50wtf16.mp4;fall;(828.74, 400.52);(839.42, 394.06);(841.3, 396.69);(842.87, 399.07);(832.01, 384.89);(828.8, 381.53);(825.78, 378.85);(836.49, 402.5);(812.71, 376.26);(821.51, 414.68);(811.62, 403.46);(796.48, 477.45);(723.31, 383.91);(742.58, 538.97);(638.36, 410.41);(712.1, 520.54);(677.11, 471.37);(698.84, 517.36);(683.55, 493.96);(713.92, 510.85);(698.16, 489.95);(716.47, 508.88);(698.14, 483.42);(648.0, 544.56);(609.95, 501.0);(575.22, 577.76);(521.57, 563.49);(535.35, 511.35);(522.01, 507.04);(537.19, 503.0);(524.63, 490.58);(507.34, 512.23);(506.7, 511.02)
2.84;videos/cuts_test/50wtf16.mp4;fall;(857.17, 443.21);(869.55, 441.24);(870.92, 444.92);(871.75, 447.89);(863.28, 428.54);(860.31, 423.74);(857.45, 419.72);(865.92, 452.61);(845.74, 416.45);(848.01, 458.36);(839.27, 442.75);(817.41, 521.77);(753.01, 413.23);(757.83, 577.7);(668.43, 423.13);(720.35, 548.79);(695.71, 488.87);(704.23, 542.58);(701.21, 509.63);(719.2, 533.03);(714.77, 508.01);(722.23, 530.97);(715.76, 501.39);(666.9, 569.31);(626.26, 519.92);(625.4, 574.22);(529.24, 563.57);(560.19, 497.37);(537.14, 538.02);(553.44, 493.07);(540.29, 537.91);(538.13, 464.39);(521.77, 533.8)
2.88;videos/cuts_test/50wtf16.mp4;fall;(881.52, 489.57);(897.89, 491.83);(899.94, 496.76);(901.48, 501.0);(890.32, 475.75);(887.37, 470.47);(884.63, 466.26);(898.11, 508.34);(875.29, 463.09);(872.45, 505.77);(863.18, 486.55);(834.21, 571.62);(784.34, 452.16);(755.09, 601.16);(696.69, 444.12);(730.64, 576.22);(721.67, 514.91);(721.35, 568.01);(727.73, 533.24);(737.54, 568.57);(740.65, 536.32);(739.52, 566.44);(739.49, 527.75);(673.37, 586.81);(639.33, 541.79);(606.54, 579.92);(527.54, 565.3);(566.74, 502.07);(563.49, 532.29);(568.76, 493.95);(574.72, 525.09);(532.55, 481.6);(545.16, 531.87)
2.92;videos/cuts_test/50wtf16.mp4;fallen;(895.99, 549.03);(912.91, 555.48);(913.53, 560.41);(913.74, 564.99);(910.77, 540.2);(909.97, 535.21);(909.0, 530.43);(908.54, 570.16);(901.94, 521.94);(885.25, 558.36);(880.75, 540.13);(855.67, 602.68);(817.81, 486.76);(885.44, 569.62);(732.46, 468.72);(920.35, 530.96);(749.04, 542.16);(928.57, 528.25);(747.05, 564.97);(931.14, 525.06);(758.2, 568.22);(925.09, 527.15);(760.69, 561.63);(671.81, 591.73);(657.49, 550.54);(557.96, 601.61);(535.96, 564.32);(571.12, 504.63);(582.85, 529.34);(576.89, 494.16);(600.7, 519.22);(538.89, 484.67);(561.79, 531.07)
2.96;videos/cuts_test/50wtf16.mp4;fallen;(916.91, 588.95);(928.33, 599.24);(926.72, 604.6);(924.96, 609.31);(932.93, 583.76);(934.59, 578.86);(936.14, 574.0);(918.0, 612.2);(932.6, 565.56);(899.46, 593.67);(904.32, 577.4);(855.88, 617.17);(846.62, 511.26);(795.24, 601.44);(756.78, 483.12);(784.9, 595.22);(763.76, 556.37);(829.31, 596.84);(756.22, 577.46);(894.39, 602.85);(771.92, 581.28);(821.97, 598.85);(775.58, 574.41);(677.16, 590.03);(670.86, 545.91);(558.44, 602.06);(548.44, 561.03);(589.3, 494.04);(583.07, 493.74);(604.11, 487.69);(599.21, 483.22);(557.42, 478.89);(553.06, 490.06)
3.0;videos/cuts_test/50wtf16.mp4;fallen;(929.59, 612.08);(940.69, 616.02);(939.96, 619.25);(939.2, 622.09);(943.48, 605.05);(944.35, 600.1);(944.99, 594.42);(933.41, 618.59);(941.15, 579.5);(911.59, 613.61);(914.33, 600.68);(859.91, 616.27);(867.4, 524.43);(786.89, 582.5);(777.11, 481.32);(750.67, 578.44);(775.68, 554.23);(817.97, 579.0);(769.08, 575.09);(810.68, 586.43);(783.97, 579.02);(820.34, 582.52);(786.61, 573.78);(684.01, 578.14);(683.0, 539.26);(560.28, 573.66);(561.2, 559.4);(591.82, 481.87);(602.3, 485.7);(604.22, 462.02);(631.59, 475.68);(568.62, 453.65);(573.09, 478.04)
3.04;videos/cuts_test/50wtf16.mp4;fallen;(939.4, 610.56);(948.81, 615.99);(947.47, 619.38);(946.3, 622.22);(953.06, 603.18);(954.25, 597.93);(955.06, 592.92);(940.6, 621.28);(950.6, 581.43);(920.72, 612.38);(925.42, 598.19);(861.64, 619.89);(878.17, 521.16);(778.47, 589.21);(790.71, 469.77);(757.43, 578.83);(783.83, 552.16);(759.26, 576.79);(775.01, 573.09);(764.17, 584.53);(788.95, 578.1);(768.63, 582.29);(792.11, 571.61);(691.97, 570.64);(690.05, 531.47);(563.8, 570.72);(568.83, 555.83);(616.48, 476.7);(584.89, 460.8);(632.77, 463.81);(609.22, 442.27);(594.7, 454.59);(574.27, 438.37)
3.09;videos/cuts_test/50wtf16.mp4;fallen;(948.16, 607.98);(957.81, 613.62);(956.49, 617.18);(955.19, 620.69);(961.15, 600.95);(962.01, 595.9);(962.62, 590.47);(948.45, 619.23);(956.9, 576.92);(929.94, 609.6);(934.67, 595.49);(864.01, 620.64);(883.87, 514.44);(770.73, 600.01);(797.74, 461.81);(766.87, 575.85);(788.92, 539.14);(761.86, 564.94);(777.31, 559.08);(776.49, 571.31);(793.22, 565.4);(781.97, 573.44);(797.8, 558.95);(699.21, 565.59);(699.72, 530.47);(590.3, 563.34);(580.02, 555.26);(597.78, 477.4);(575.87, 454.86);(600.02, 459.72);(589.43, 433.46);(567.52, 466.0);(552.16, 437.44)
3.13;videos/cuts_test/50wtf16.mp4;fallen;(954.5, 604.85);(962.71, 611.8);(961.11, 616.12);(959.74, 619.73);(967.14, 599.4);(968.46, 594.24);(969.18, 588.87);(950.96, 620.61);(962.91, 576.46);(934.57, 606.38);(941.08, 591.95);(861.94, 620.07);(889.0, 509.76);(766.89, 601.42);(806.98, 458.04);(768.55, 569.55);(792.12, 530.61);(762.96, 557.9);(780.4, 550.1);(777.6, 564.09);(792.84, 558.18);(782.37, 566.13);(798.16, 551.32);(700.64, 562.99);(703.58, 522.01);(597.41, 560.84);(583.9, 556.91);(586.42, 482.45);(577.76, 466.27);(589.04, 465.31);(588.29, 438.77);(556.22, 470.97);(545.05, 443.71)
3.17;videos/cuts_test/50wtf16.mp4;fallen;(957.8, 605.1);(965.56, 612.51);(963.77, 616.81);(962.27, 620.37);(970.67, 600.13);(972.16, 595.07);(972.94, 589.72);(952.93, 620.86);(966.61, 576.97);(937.45, 605.62);(944.73, 591.56);(862.62, 618.31);(892.74, 507.02);(765.49, 600.65);(811.8, 455.9);(769.38, 564.75);(794.43, 527.36);(764.34, 552.99);(783.67, 546.68);(779.61, 560.47);(794.45, 555.48);(785.15, 562.56);(800.09, 548.06);(705.53, 562.42);(710.35, 515.91);(602.23, 560.95);(588.57, 556.96);(581.28, 494.42);(576.62, 473.14);(585.06, 477.43);(583.73, 449.91);(536.55, 481.63);(542.09, 458.97)
3.21;videos/cuts_test/50wtf16.mp4;fallen;(959.29, 604.52);(968.11, 612.07);(966.58, 616.27);(965.18, 619.74);(972.71, 599.48);(974.19, 594.57);(975.33, 589.23);(955.06, 620.22);(969.34, 576.43);(939.56, 605.4);(946.23, 591.43);(862.17, 617.93);(895.2, 506.67);(764.72, 599.41);(815.6, 454.59);(767.63, 563.25);(799.61, 525.27);(764.61, 550.58);(788.89, 544.71);(780.13, 556.74);(799.26, 553.46);(784.54, 560.61);(804.8, 545.81);(708.57, 561.46);(710.69, 513.66);(612.58, 558.36);(592.87, 557.19);(578.75, 517.03);(573.54, 497.06);(582.51, 503.85);(580.43, 475.9);(533.7, 506.99);(532.81, 490.06)
3.25;videos/cuts_test/50wtf16.mp4;fallen;(961.42, 604.72);(969.86, 612.3);(968.22, 616.63);(966.79, 620.16);(974.83, 599.39);(976.43, 594.47);(977.52, 589.29);(956.46, 620.98);(970.96, 576.47);(941.39, 605.55);(948.17, 591.78);(863.22, 618.13);(896.69, 506.54);(765.7, 601.9);(815.59, 453.64);(766.88, 565.53);(800.19, 524.44);(762.95, 552.8);(788.72, 543.3);(780.14, 560.74);(799.56, 552.04);(784.17, 562.81);(805.42, 544.73);(711.55, 561.19);(712.53, 510.82);(619.15, 558.74);(594.07, 557.27);(577.81, 537.81);(571.4, 510.09);(570.96, 524.98);(574.55, 497.44);(533.53, 536.51);(528.15, 523.7)
3.29;videos/cuts_test/50wtf16.mp4;fallen;(959.91, 604.54);(968.76, 612.28);(967.22, 616.59);(965.69, 620.11);(973.1, 598.91);(974.63, 593.79);(975.99, 588.44);(955.49, 620.7);(969.91, 575.74);(940.84, 605.41);(946.57, 591.31);(861.78, 618.51);(895.36, 506.23);(764.97, 599.01);(812.56, 453.74);(767.26, 566.42);(799.21, 524.11);(762.78, 554.65);(788.8, 542.61);(781.47, 561.25);(800.45, 550.99);(785.68, 562.64);(805.85, 544.26);(712.83, 562.0);(713.75, 509.41);(637.5, 552.02);(619.05, 550.6);(580.73, 547.9);(573.18, 544.16);(566.22, 533.37);(568.56, 543.97);(540.21, 544.76);(530.62, 544.28)
3.34;videos/cuts_test/50wtf16.mp4;fallen;(956.72, 602.81);(966.01, 610.94);(964.3, 615.44);(962.61, 619.05);(970.53, 597.52);(971.96, 592.09);(973.37, 586.57);(952.41, 619.78);(967.52, 573.26);(938.07, 603.6);(943.41, 588.7);(861.98, 618.35);(894.13, 506.63);(764.48, 598.53);(811.76, 455.02);(767.38, 564.86);(799.56, 524.41);(764.23, 553.97);(791.31, 543.69);(780.42, 560.12);(802.43, 552.3);(784.52, 561.29);(807.4, 545.13);(709.63, 562.88);(710.35, 509.22);(627.96, 554.16);(604.09, 551.2);(582.0, 548.21);(572.09, 539.82);(575.37, 543.08);(565.27, 521.1);(539.89, 542.9);(528.43, 539.09)
3.38;videos/cuts_test/50wtf16.mp4;fallen;(954.32, 601.69);(963.75, 609.69);(961.94, 614.19);(960.18, 617.82);(968.56, 596.44);(970.0, 590.96);(971.44, 585.44);(950.05, 618.66);(965.57, 572.08);(936.32, 602.48);(941.49, 587.58);(862.17, 618.74);(892.75, 506.6);(764.2, 598.66);(811.47, 456.71);(767.64, 563.39);(798.59, 524.45);(766.34, 553.49);(791.58, 543.33);(780.53, 559.44);(802.53, 551.71);(784.01, 560.17);(806.98, 544.79);(708.75, 563.21);(709.95, 509.31);(621.2, 555.74);(597.74, 552.12);(579.12, 545.63);(571.61, 536.61);(575.0, 540.76);(565.51, 528.54);(532.7, 541.78);(521.55, 536.86)
3.42;videos/cuts_test/50wtf16.mp4;fallen;(951.35, 598.65);(960.71, 606.96);(959.19, 611.42);(957.73, 615.34);(965.41, 594.14);(966.94, 588.69);(968.47, 583.31);(948.29, 616.31);(962.78, 569.73);(934.0, 599.91);(938.88, 584.45);(861.83, 617.95);(890.77, 506.09);(764.1, 598.3);(810.19, 457.52);(769.06, 560.93);(797.98, 524.68);(767.92, 549.17);(791.25, 543.51);(781.53, 552.95);(801.26, 551.84);(784.61, 554.43);(805.54, 544.83);(707.61, 563.04);(709.07, 509.43);(619.4, 552.57);(596.71, 552.62);(579.21, 545.12);(571.0, 539.02);(576.35, 540.39);(566.44, 535.14);(535.3, 543.51);(520.69, 538.71)
