time;vname;pose;bp0;bp1;bp2;bp3;bp4;bp5;bp6;bp7;bp8;bp9;bp10;bp11;bp12;bp13;bp14;bp15;bp16;bp17;bp18;bp19;bp20;bp21;bp22;bp23;bp24;bp25;bp26;bp27;bp28;bp29;bp30;bp31;bp32
0.97;videos/cuts_train/fall05.mp4;walk;(180.24, 63.57);(181.27, 60.88);(182.08, 60.66);(182.87, 60.44);(179.48, 61.23);(179.01, 61.27);(178.56, 61.29);(185.45, 60.66);(180.13, 61.61);(182.4, 65.39);(180.26, 65.87);(195.3, 73.38);(181.15, 76.13);(203.46, 90.87);(182.62, 92.68);(204.29, 107.99);(175.17, 102.57);(205.1, 112.69);(172.87, 106.14);(203.19, 112.71);(171.83, 105.0);(202.13, 111.59);(173.28, 103.92);(194.24, 111.06);(183.26, 111.6);(193.81, 137.95);(180.42, 137.53);(197.42, 158.66);(190.58, 157.26);(198.55, 161.23);(193.24, 159.8);(196.11, 166.35);(182.8, 163.69)
1.0;videos/cuts_train/fall05.mp4;walk;(179.22, 63.34);(180.16, 60.6);(181.0, 60.37);(181.81, 60.12);(178.4, 61.01);(177.91, 61.07);(177.47, 61.1);(184.33, 60.28);(179.13, 61.4);(181.42, 65.11);(179.32, 65.65);(193.98, 72.96);(180.81, 75.88);(202.63, 90.26);(182.52, 92.74);(202.25, 107.68);(174.5, 103.03);(202.8, 112.34);(172.46, 106.8);(200.71, 111.93);(171.46, 105.85);(199.82, 110.73);(172.67, 104.67);(193.36, 111.12);(182.37, 111.63);(193.29, 138.31);(179.19, 137.45);(197.26, 159.27);(185.61, 158.41);(198.21, 161.71);(188.75, 160.84);(196.37, 166.83);(178.24, 164.48)
1.03;videos/cuts_train/fall05.mp4;walk;(177.99, 63.34);(178.84, 60.61);(179.67, 60.36);(180.51, 60.11);(176.93, 61.01);(176.48, 61.08);(176.06, 61.11);(183.0, 60.17);(177.82, 61.41);(180.39, 65.11);(178.15, 65.66);(193.52, 72.91);(179.96, 75.51);(201.96, 90.19);(181.96, 92.45);(200.37, 107.41);(173.59, 103.26);(200.3, 111.95);(171.93, 107.02);(198.16, 111.18);(171.01, 105.93);(197.53, 110.01);(172.01, 104.69);(192.49, 111.12);(181.43, 111.58);(192.97, 138.28);(178.33, 137.41);(197.4, 159.34);(182.53, 159.2);(198.24, 161.81);(184.86, 161.85);(196.49, 167.21);(174.87, 165.09)
1.07;videos/cuts_train/fall05.mp4;walk;(176.47, 63.31);(177.2, 60.52);(178.05, 60.24);(178.88, 59.96);(175.47, 60.98);(175.08, 61.05);(174.74, 61.09);(181.56, 60.02);(176.76, 61.29);(179.13, 65.04);(176.88, 65.59);(192.76, 72.74);(178.83, 75.4);(201.42, 89.78);(181.12, 92.18);(198.93, 107.04);(172.95, 103.81);(198.74, 111.73);(171.52, 107.72);(196.39, 110.92);(170.71, 106.45);(195.78, 109.68);(171.84, 105.27);(191.76, 111.08);(180.64, 111.38);(192.59, 138.3);(177.84, 137.38);(197.52, 159.44);(179.56, 160.43);(198.25, 161.9);(181.72, 164.02);(196.39, 167.43);(170.1, 165.15)
1.1;videos/cuts_train/fall05.mp4;walk;(174.74, 63.26);(175.46, 60.35);(176.4, 60.05);(177.37, 59.74);(173.61, 60.9);(173.2, 61.0);(172.83, 61.06);(180.27, 59.83);(174.88, 61.2);(177.65, 65.0);(175.06, 65.54);(191.35, 72.64);(177.84, 75.45);(200.18, 89.78);(180.23, 92.22);(196.89, 107.04);(172.99, 104.38);(196.59, 111.72);(171.91, 108.33);(194.19, 110.84);(170.77, 107.08);(193.74, 109.6);(171.97, 105.86);(190.96, 111.05);(179.7, 111.36);(192.24, 138.51);(176.91, 137.34);(197.59, 159.75);(176.26, 161.17);(198.61, 162.3);(178.18, 165.09);(195.98, 167.9);(166.92, 165.44)
1.13;videos/cuts_train/fall05.mp4;walk;(173.31, 63.37);(174.16, 60.37);(175.15, 60.06);(176.18, 59.75);(172.17, 60.96);(171.72, 61.06);(171.31, 61.12);(179.08, 59.86);(173.2, 61.22);(176.18, 65.04);(173.44, 65.59);(189.89, 72.59);(176.66, 75.48);(199.05, 89.8);(178.65, 92.24);(195.44, 107.04);(172.06, 104.98);(195.31, 111.71);(171.32, 109.17);(192.91, 110.84);(170.29, 107.98);(192.44, 109.58);(171.42, 106.59);(190.05, 111.03);(178.9, 111.35);(191.95, 138.5);(177.04, 137.29);(197.64, 159.74);(173.82, 161.29);(198.77, 162.32);(175.46, 165.24);(195.67, 167.95);(165.5, 165.71)
1.17;videos/cuts_train/fall05.mp4;walk;(171.93, 63.61);(172.8, 60.5);(173.82, 60.16);(174.86, 59.82);(170.71, 61.17);(170.21, 61.28);(169.76, 61.36);(177.72, 59.88);(171.43, 61.35);(174.74, 65.24);(171.96, 65.82);(188.44, 72.61);(175.05, 75.54);(197.28, 89.88);(177.41, 92.76);(193.89, 107.27);(172.63, 105.78);(193.95, 111.79);(171.58, 109.94);(191.58, 110.85);(170.88, 109.19);(191.1, 109.58);(171.92, 107.61);(188.65, 111.02);(177.59, 111.47);(191.47, 138.46);(175.86, 137.28);(197.63, 159.74);(172.68, 161.44);(198.78, 162.31);(174.08, 165.57);(195.72, 167.94);(163.92, 166.13)
1.2;videos/cuts_train/fall05.mp4;walk;(170.35, 63.85);(171.25, 60.64);(172.28, 60.26);(173.31, 59.91);(169.06, 61.37);(168.54, 61.5);(168.06, 61.58);(176.06, 59.91);(169.69, 61.5);(173.19, 65.47);(170.33, 66.07);(186.72, 72.63);(173.67, 75.55);(195.55, 90.27);(175.76, 92.92);(192.38, 107.69);(171.98, 105.49);(192.61, 112.09);(171.29, 109.88);(190.13, 111.11);(170.92, 109.12);(189.62, 109.86);(171.82, 107.52);(187.22, 111.11);(176.02, 111.73);(190.72, 138.68);(174.72, 137.5);(197.55, 159.69);(171.84, 162.7);(198.77, 162.24);(173.66, 166.94);(195.81, 167.98);(162.49, 167.27)
1.23;videos/cuts_train/fall05.mp4;walk;(168.67, 64.16);(169.52, 60.86);(170.52, 60.45);(171.51, 60.07);(167.35, 61.67);(166.85, 61.8);(166.4, 61.9);(174.24, 60.03);(168.07, 61.76);(171.53, 65.75);(168.68, 66.4);(185.31, 72.74);(171.62, 75.74);(193.83, 90.79);(172.96, 94.98);(190.74, 108.2);(170.37, 106.48);(190.95, 112.59);(169.36, 111.25);(188.38, 111.69);(169.11, 109.93);(187.89, 110.38);(170.31, 108.62);(186.06, 111.17);(174.79, 112.1);(190.1, 138.75);(173.32, 137.69);(197.57, 159.72);(171.6, 162.98);(198.93, 162.29);(173.8, 167.2);(195.49, 168.08);(161.36, 168.38)
1.27;videos/cuts_train/fall05.mp4;walk;(167.07, 64.3);(167.93, 60.95);(168.92, 60.52);(169.88, 60.14);(165.64, 61.79);(165.09, 61.93);(164.6, 62.03);(172.31, 60.12);(166.05, 61.95);(169.86, 65.86);(166.97, 66.57);(183.56, 72.82);(169.01, 76.21);(192.62, 91.07);(172.13, 95.05);(189.42, 108.4);(169.46, 108.52);(189.66, 112.91);(169.35, 112.84);(187.06, 112.08);(168.96, 111.92);(186.54, 110.76);(169.41, 110.67);(184.96, 111.16);(173.28, 112.21);(189.14, 138.72);(172.22, 137.76);(197.53, 159.68);(171.45, 162.96);(198.97, 162.25);(173.54, 167.15);(195.12, 168.21);(161.63, 169.08)
1.3;videos/cuts_train/fall05.mp4;walk;(165.07, 64.29);(165.77, 60.96);(166.72, 60.54);(167.68, 60.16);(163.55, 61.8);(163.0, 61.94);(162.5, 62.04);(169.98, 60.13);(163.71, 61.98);(167.7, 65.86);(164.84, 66.56);(181.45, 72.83);(166.53, 76.3);(190.46, 91.06);(168.86, 94.5);(188.29, 108.35);(166.06, 107.65);(188.57, 112.88);(165.69, 112.34);(186.11, 112.13);(165.79, 111.27);(185.56, 110.77);(166.33, 109.81);(183.31, 111.15);(172.08, 112.2);(187.56, 138.56);(170.96, 137.87);(197.12, 159.39);(171.31, 163.11);(198.82, 161.89);(173.33, 167.34);(194.94, 168.18);(161.53, 169.49)
1.33;videos/cuts_train/fall05.mp4;walk;(162.59, 64.28);(163.2, 60.96);(164.11, 60.54);(165.04, 60.15);(161.11, 61.79);(160.61, 61.94);(160.16, 62.04);(167.37, 60.14);(161.56, 61.97);(165.26, 65.84);(162.59, 66.55);(179.5, 72.83);(164.85, 76.32);(189.36, 90.9);(167.01, 94.9);(187.3, 108.31);(165.1, 107.48);(187.54, 112.94);(164.87, 112.22);(184.91, 112.27);(164.66, 111.28);(184.38, 110.92);(165.08, 109.86);(181.87, 111.15);(170.84, 112.17);(185.71, 138.48);(169.8, 138.05);(196.14, 158.98);(171.42, 163.35);(198.16, 161.3);(173.46, 167.63);(194.81, 168.17);(161.55, 169.81)
1.37;videos/cuts_train/fall05.mp4;walk;(160.84, 64.23);(161.37, 60.92);(162.33, 60.49);(163.23, 60.1);(159.21, 61.78);(158.65, 61.93);(158.15, 62.03);(165.63, 60.08);(159.4, 61.97);(163.69, 65.8);(160.93, 66.54);(177.98, 72.49);(163.28, 76.22);(187.43, 90.67);(166.65, 93.97);(186.55, 108.28);(162.11, 107.19);(186.96, 112.92);(161.48, 111.93);(184.38, 112.32);(161.33, 111.05);(183.74, 111.04);(161.96, 109.55);(180.51, 111.11);(169.72, 112.16);(183.51, 138.47);(169.19, 138.26);(194.5, 158.53);(171.04, 163.61);(196.71, 160.6);(173.31, 167.8);(193.86, 168.15);(161.34, 170.11)
1.4;videos/cuts_train/fall05.mp4;walk;(158.99, 64.19);(159.42, 60.85);(160.38, 60.41);(161.26, 60.02);(157.24, 61.76);(156.67, 61.92);(156.17, 62.02);(163.72, 60.02);(157.52, 61.97);(161.97, 65.75);(159.22, 66.54);(177.14, 72.4);(160.52, 76.21);(186.42, 90.66);(163.15, 93.86);(186.15, 108.25);(159.71, 107.08);(186.58, 112.96);(159.16, 111.86);(184.02, 112.45);(159.14, 111.14);(183.34, 111.23);(159.78, 109.57);(179.31, 110.94);(167.75, 111.98);(181.87, 138.39);(168.41, 138.37);(192.68, 158.31);(170.67, 163.65);(194.81, 160.34);(173.14, 167.62);(191.3, 168.14);(161.56, 170.43)
1.43;videos/cuts_train/fall05.mp4;walk;(157.56, 64.37);(157.96, 61.07);(158.9, 60.62);(159.76, 60.21);(155.79, 62.03);(155.22, 62.23);(154.73, 62.36);(162.11, 60.06);(155.96, 62.31);(160.43, 65.89);(157.79, 66.79);(175.72, 72.38);(158.78, 76.21);(184.84, 90.69);(160.47, 93.3);(185.24, 108.31);(157.12, 107.03);(185.91, 113.05);(156.42, 111.69);(183.52, 112.73);(156.37, 110.87);(182.7, 111.58);(157.22, 109.36);(177.32, 110.94);(166.18, 111.97);(178.94, 138.45);(167.99, 138.66);(190.29, 158.33);(170.62, 163.91);(192.4, 160.24);(173.34, 167.86);(189.02, 168.13);(161.61, 170.65)
1.47;videos/cuts_train/fall05.mp4;walk;(156.38, 64.69);(156.87, 61.37);(157.77, 60.91);(158.62, 60.48);(154.59, 62.39);(153.96, 62.59);(153.4, 62.74);(160.81, 60.17);(154.48, 62.62);(159.13, 66.11);(156.53, 67.12);(174.77, 72.39);(156.96, 76.38);(184.4, 90.7);(158.48, 93.31);(184.92, 108.3);(155.11, 106.92);(185.64, 113.07);(154.1, 111.55);(183.39, 112.79);(153.8, 110.72);(182.5, 111.6);(154.81, 109.26);(176.13, 110.93);(164.78, 111.94);(176.26, 138.47);(166.79, 138.99);(186.23, 157.9);(170.56, 163.86);(188.4, 159.35);(173.32, 167.75);(186.05, 168.05);(161.82, 170.73)
1.5;videos/cuts_train/fall05.mp4;walk;(155.19, 64.87);(155.62, 61.63);(156.44, 61.16);(157.25, 60.71);(153.54, 62.63);(152.97, 62.82);(152.45, 62.97);(159.54, 60.22);(153.66, 62.79);(157.88, 66.26);(155.6, 67.3);(173.67, 72.37);(156.58, 76.4);(183.27, 90.68);(156.79, 93.1);(184.32, 108.28);(152.58, 106.9);(185.42, 113.09);(151.3, 111.46);(183.13, 112.86);(150.87, 110.62);(182.11, 111.63);(151.93, 109.18);(174.81, 110.96);(163.64, 111.93);(174.38, 138.75);(165.65, 139.21);(182.96, 158.3);(170.2, 163.71);(185.06, 159.56);(172.93, 167.66);(182.29, 168.4);(161.84, 170.84)
1.53;videos/cuts_train/fall05.mp4;walk;(154.35, 64.95);(154.77, 61.74);(155.58, 61.27);(156.39, 60.82);(152.67, 62.72);(152.1, 62.91);(151.56, 63.05);(158.58, 60.26);(152.68, 62.9);(156.98, 66.32);(154.66, 67.37);(172.78, 72.32);(154.96, 76.62);(182.65, 90.5);(154.93, 93.03);(183.54, 107.83);(149.97, 106.79);(184.76, 112.92);(148.55, 111.44);(182.56, 112.79);(148.37, 110.57);(181.51, 111.53);(149.42, 109.14);(173.53, 110.97);(162.59, 111.92);(172.69, 139.01);(164.92, 139.6);(178.46, 159.52);(169.91, 163.63);(179.77, 161.49);(172.37, 167.63);(178.59, 168.98);(161.98, 170.81)
1.57;videos/cuts_train/fall05.mp4;walk;(153.4, 64.93);(153.82, 61.72);(154.67, 61.26);(155.49, 60.81);(151.64, 62.69);(151.02, 62.88);(150.46, 63.03);(157.59, 60.25);(151.36, 62.94);(156.06, 66.32);(153.63, 67.38);(171.68, 72.26);(152.92, 77.07);(181.75, 90.43);(152.89, 93.04);(183.04, 107.41);(147.7, 106.74);(184.27, 112.71);(146.38, 111.36);(182.28, 112.69);(146.22, 110.51);(181.2, 111.41);(147.14, 109.08);(171.84, 110.97);(160.63, 111.92);(170.05, 139.23);(163.04, 139.74);(174.15, 161.08);(169.39, 163.35);(175.49, 164.36);(171.98, 167.27);(172.61, 169.82);(162.1, 170.67)
1.6;videos/cuts_train/fall05.mp4;walk;(152.25, 64.85);(152.68, 61.62);(153.54, 61.15);(154.35, 60.67);(150.57, 62.6);(149.94, 62.79);(149.37, 62.94);(156.53, 60.08);(150.29, 62.91);(154.79, 66.29);(152.46, 67.36);(170.78, 72.25);(151.51, 77.06);(180.7, 90.42);(151.32, 93.02);(182.53, 107.34);(145.33, 106.57);(183.91, 112.68);(143.97, 111.34);(181.93, 112.68);(143.75, 110.5);(180.8, 111.4);(144.65, 109.05);(170.49, 110.91);(158.83, 111.82);(168.31, 139.26);(161.6, 139.86);(170.77, 161.19);(169.35, 163.69);(171.91, 164.5);(171.81, 167.59);(167.62, 169.65);(162.07, 170.83)
1.63;videos/cuts_train/fall05.mp4;walk;(150.98, 64.66);(151.53, 61.45);(152.41, 60.99);(153.22, 60.51);(149.38, 62.37);(148.71, 62.55);(148.1, 62.68);(155.48, 59.89);(149.02, 62.68);(153.46, 66.19);(151.09, 67.23);(169.86, 72.19);(150.37, 76.98);(179.88, 90.43);(150.49, 93.02);(182.28, 107.39);(143.57, 106.23);(183.91, 112.73);(141.9, 111.11);(181.51, 112.87);(141.46, 110.26);(180.27, 111.58);(142.35, 108.77);(169.56, 110.91);(157.65, 111.81);(167.09, 139.45);(160.85, 140.0);(168.71, 161.86);(168.13, 164.22);(171.45, 161.93);(169.87, 167.77);(164.66, 169.49);(162.13, 171.05)
1.67;videos/cuts_train/fall05.mp4;walk;(150.22, 64.57);(150.85, 61.34);(151.69, 60.89);(152.47, 60.43);(148.68, 62.19);(148.0, 62.35);(147.35, 62.46);(154.85, 59.82);(148.18, 62.44);(152.56, 66.18);(150.2, 67.18);(169.02, 72.19);(149.18, 76.86);(179.62, 90.45);(149.48, 93.07);(181.03, 107.73);(142.0, 105.91);(182.93, 113.06);(140.23, 110.64);(180.47, 113.28);(139.85, 109.65);(179.16, 111.89);(140.68, 108.25);(168.85, 110.98);(157.26, 111.86);(166.49, 139.43);(160.93, 139.96);(165.59, 163.49);(168.34, 164.0);(166.01, 166.52);(170.66, 166.92);(162.76, 171.76);(163.25, 171.06)
1.7;videos/cuts_train/fall05.mp4;walk;(149.19, 64.4);(149.87, 61.14);(150.73, 60.7);(151.57, 60.24);(147.64, 61.96);(146.97, 62.12);(146.35, 62.22);(154.21, 59.62);(147.2, 62.26);(151.59, 66.08);(149.21, 67.04);(168.11, 72.17);(147.98, 76.8);(178.95, 90.44);(148.37, 93.25);(180.13, 107.85);(140.75, 105.81);(181.99, 113.16);(138.66, 110.48);(179.67, 113.38);(138.17, 109.49);(178.29, 111.96);(139.19, 108.1);(168.05, 111.12);(156.44, 112.16);(165.53, 139.79);(159.86, 140.34);(162.23, 165.2);(168.17, 163.77);(161.83, 168.9);(171.07, 166.2);(159.92, 172.57);(164.98, 172.3)
1.73;videos/cuts_train/fall05.mp4;walk;(148.29, 64.32);(148.94, 61.01);(149.81, 60.58);(150.66, 60.12);(146.74, 61.8);(146.09, 61.95);(145.5, 62.06);(153.37, 59.49);(146.26, 62.12);(150.64, 66.04);(148.29, 66.96);(167.43, 72.17);(146.38, 76.74);(178.59, 90.43);(146.91, 93.56);(179.0, 108.02);(139.39, 105.78);(180.98, 113.35);(137.21, 110.48);(178.76, 113.62);(137.03, 109.5);(177.34, 112.12);(138.06, 108.08);(167.11, 111.44);(155.25, 112.46);(164.21, 140.1);(158.83, 140.48);(158.62, 167.85);(168.08, 162.9);(157.9, 171.56);(171.32, 165.2);(155.88, 174.98);(165.25, 172.82)
1.77;videos/cuts_train/fall05.mp4;walk;(147.53, 64.02);(148.23, 60.63);(149.08, 60.22);(149.94, 59.78);(146.1, 61.42);(145.47, 61.58);(144.87, 61.7);(152.71, 59.24);(145.69, 61.83);(149.86, 65.81);(147.6, 66.63);(166.53, 72.15);(145.95, 76.7);(177.49, 90.44);(146.19, 93.78);(179.0, 108.4);(138.11, 105.86);(181.05, 113.72);(136.14, 110.58);(178.75, 114.22);(135.96, 109.64);(177.26, 112.63);(136.88, 108.14);(165.83, 111.69);(154.48, 112.7);(162.23, 140.17);(158.56, 140.46);(156.01, 168.41);(168.26, 162.4);(155.35, 172.08);(171.45, 164.58);(152.79, 176.14);(165.25, 172.78)
1.8;videos/cuts_train/fall05.mp4;walk;(146.97, 63.88);(147.73, 60.43);(148.64, 60.02);(149.54, 59.59);(145.38, 61.24);(144.65, 61.4);(143.96, 61.52);(152.34, 59.11);(144.49, 61.72);(149.35, 65.71);(146.89, 66.53);(165.94, 72.15);(144.64, 76.66);(176.47, 90.59);(145.26, 93.9);(178.99, 108.99);(137.39, 105.86);(180.9, 114.39);(135.34, 110.59);(178.64, 115.0);(135.18, 109.67);(177.2, 113.37);(136.15, 108.14);(165.3, 111.97);(154.0, 113.0);(161.12, 140.44);(158.29, 140.56);(154.7, 169.45);(168.17, 162.24);(154.21, 173.77);(171.55, 164.38);(151.17, 177.41);(164.99, 172.37)
1.83;videos/cuts_train/fall05.mp4;walk;(146.45, 63.52);(147.23, 60.0);(148.1, 59.63);(148.99, 59.23);(144.96, 60.77);(144.26, 60.94);(143.54, 61.08);(151.76, 58.9);(143.98, 61.4);(148.7, 65.41);(146.31, 66.16);(165.13, 72.15);(144.08, 76.67);(175.12, 90.95);(144.21, 94.04);(177.9, 109.71);(136.41, 105.86);(180.03, 115.05);(134.62, 110.6);(177.78, 115.81);(134.51, 109.69);(176.33, 114.13);(135.38, 108.15);(164.02, 112.08);(152.97, 113.11);(160.09, 140.49);(157.37, 140.59);(154.06, 169.11);(168.13, 162.15);(153.64, 173.33);(171.59, 164.29);(151.75, 177.1);(164.43, 172.13)
1.87;videos/cuts_train/fall05.mp4;walk;(145.93, 63.37);(146.69, 59.82);(147.58, 59.46);(148.49, 59.09);(144.38, 60.54);(143.65, 60.7);(142.87, 60.83);(151.35, 58.86);(143.31, 61.2);(148.27, 65.33);(145.75, 66.08);(164.6, 72.19);(143.12, 76.65);(174.8, 91.29);(143.5, 94.14);(177.02, 110.34);(136.06, 105.81);(179.12, 115.69);(134.08, 110.51);(176.71, 116.38);(133.82, 109.58);(175.28, 114.68);(134.85, 108.06);(163.24, 112.48);(152.33, 113.41);(158.58, 141.1);(157.14, 141.17);(153.11, 169.6);(168.11, 162.18);(152.93, 173.95);(172.06, 164.36);(150.68, 177.89);(163.59, 172.05)
1.9;videos/cuts_train/fall05.mp4;walk;(145.35, 63.22);(146.15, 59.58);(147.03, 59.23);(147.93, 58.86);(143.88, 60.28);(143.16, 60.43);(142.38, 60.55);(150.82, 58.66);(142.8, 60.9);(147.69, 65.2);(145.15, 65.92);(164.12, 72.28);(142.55, 76.46);(173.9, 92.38);(142.81, 94.14);(176.04, 111.66);(135.39, 105.78);(178.18, 116.61);(133.37, 110.45);(175.69, 117.34);(133.14, 109.55);(174.38, 115.62);(134.15, 108.04);(161.95, 113.14);(150.91, 113.85);(157.01, 141.66);(154.38, 141.8);(153.29, 170.2);(167.61, 162.07);(153.35, 174.28);(172.05, 163.91);(150.6, 178.81);(162.98, 171.99)
1.93;videos/cuts_train/fall05.mp4;walk;(144.73, 63.07);(145.54, 59.33);(146.48, 58.96);(147.45, 58.57);(143.14, 60.07);(142.38, 60.22);(141.54, 60.35);(150.45, 58.38);(141.94, 60.7);(147.24, 65.11);(144.59, 65.83);(163.39, 72.33);(141.54, 75.88);(172.85, 92.88);(141.86, 93.81);(174.69, 111.87);(135.44, 105.34);(176.77, 116.98);(133.46, 109.97);(174.46, 117.64);(133.25, 109.15);(173.2, 115.9);(134.42, 107.66);(161.02, 113.43);(149.46, 114.04);(156.82, 142.29);(151.5, 142.4);(153.67, 170.45);(166.12, 161.34);(153.77, 174.46);(171.12, 162.37);(151.04, 179.21);(160.27, 171.94)
1.97;videos/cuts_train/fall05.mp4;walk;(144.11, 62.73);(144.99, 58.91);(145.95, 58.54);(146.93, 58.16);(142.59, 59.61);(141.83, 59.75);(141.01, 59.88);(150.1, 58.03);(141.54, 60.28);(146.61, 64.87);(143.94, 65.59);(163.03, 72.37);(141.08, 75.52);(172.13, 92.87);(141.26, 93.29);(173.38, 111.86);(135.65, 104.94);(175.53, 117.32);(133.84, 109.79);(173.29, 117.99);(133.52, 108.87);(171.96, 116.17);(134.68, 107.38);(160.18, 113.36);(148.06, 113.96);(156.09, 143.04);(149.61, 143.06);(153.63, 170.88);(164.64, 161.33);(153.37, 174.67);(170.01, 161.82);(151.46, 179.59);(159.68, 172.24)
2.0;videos/cuts_train/fall05.mp4;walk;(143.37, 62.2);(144.35, 58.38);(145.34, 58.0);(146.35, 57.6);(141.88, 59.11);(141.11, 59.27);(140.28, 59.41);(149.57, 57.46);(140.85, 59.81);(145.94, 64.36);(143.2, 65.11);(162.72, 72.37);(139.81, 74.97);(171.33, 92.75);(139.88, 92.77);(172.86, 111.77);(135.12, 104.93);(174.79, 117.39);(133.68, 109.76);(172.37, 118.02);(133.5, 108.76);(171.06, 116.15);(134.69, 107.26);(159.84, 113.32);(146.99, 113.94);(155.87, 143.67);(148.15, 144.06);(154.79, 170.73);(157.8, 162.66);(154.37, 174.55);(162.24, 163.14);(152.13, 179.83);(154.36, 174.48)
2.03;videos/cuts_train/fall05.mp4;walk;(142.84, 62.0);(143.93, 58.18);(144.94, 57.81);(145.97, 57.43);(141.45, 58.86);(140.69, 58.98);(139.88, 59.09);(149.23, 57.29);(140.35, 59.39);(145.3, 64.16);(142.54, 64.83);(162.27, 72.37);(138.67, 74.58);(170.84, 92.69);(138.48, 92.56);(172.07, 111.65);(134.46, 105.56);(173.97, 117.32);(133.79, 110.83);(171.58, 118.02);(133.73, 109.58);(170.26, 116.14);(134.82, 107.86);(159.07, 113.33);(145.63, 113.9);(155.12, 144.32);(146.06, 144.56);(154.84, 170.63);(152.84, 162.95);(154.94, 174.15);(155.02, 163.14);(152.18, 179.72);(149.91, 175.15)
2.07;videos/cuts_train/fall05.mp4;walk;(142.35, 61.84);(143.44, 58.01);(144.48, 57.63);(145.56, 57.25);(140.91, 58.69);(140.14, 58.8);(139.29, 58.87);(148.93, 57.07);(139.65, 59.16);(144.8, 64.02);(141.94, 64.66);(161.94, 72.37);(137.54, 74.51);(170.44, 92.65);(137.21, 92.6);(170.64, 111.66);(134.37, 106.03);(172.37, 117.33);(133.96, 111.42);(169.93, 117.88);(134.12, 109.85);(168.69, 116.01);(135.12, 107.99);(158.62, 113.31);(144.55, 113.88);(154.96, 144.77);(144.33, 144.61);(154.78, 170.31);(149.67, 158.84);(155.16, 173.88);(152.09, 157.51);(152.16, 179.5);(149.9, 172.86)
2.1;videos/cuts_train/fall05.mp4;walk;(142.12, 61.22);(143.29, 57.37);(144.35, 57.02);(145.44, 56.66);(140.69, 58.05);(139.88, 58.17);(139.06, 58.27);(148.59, 56.61);(139.26, 58.63);(144.57, 63.5);(141.62, 64.11);(161.58, 72.32);(136.78, 74.49);(170.06, 92.55);(135.93, 92.62);(169.44, 111.52);(133.68, 106.28);(170.37, 117.22);(133.47, 111.74);(168.1, 117.79);(133.97, 110.25);(167.12, 115.93);(134.82, 108.11);(158.29, 113.71);(144.11, 114.27);(153.85, 144.61);(142.78, 144.72);(154.12, 170.16);(153.46, 154.71);(154.59, 173.75);(157.55, 151.1);(151.65, 179.25);(151.92, 169.05)
2.13;videos/cuts_train/fall05.mp4;walk;(141.38, 61.0);(142.56, 57.12);(143.64, 56.76);(144.75, 56.4);(139.99, 57.77);(139.21, 57.86);(138.41, 57.94);(148.08, 56.32);(138.63, 58.24);(143.76, 63.32);(140.83, 63.9);(161.17, 72.27);(135.84, 74.4);(169.69, 92.36);(134.71, 92.64);(168.53, 111.24);(133.24, 106.56);(169.03, 117.16);(133.2, 112.02);(166.72, 117.17);(133.89, 110.43);(165.95, 115.48);(134.59, 108.15);(157.57, 114.02);(143.29, 114.44);(153.16, 145.16);(141.21, 144.96);(153.4, 170.05);(149.91, 157.18);(154.18, 173.64);(152.74, 152.86);(151.31, 179.15);(147.34, 170.86)
2.17;videos/cuts_train/fall05.mp4;walk;(140.92, 60.54);(142.12, 56.62);(143.22, 56.26);(144.38, 55.89);(139.51, 57.25);(138.71, 57.35);(137.9, 57.43);(147.73, 55.87);(138.17, 57.73);(143.29, 62.92);(140.29, 63.54);(160.96, 72.23);(135.12, 74.34);(169.42, 92.35);(133.86, 92.7);(167.13, 111.16);(132.35, 106.63);(166.94, 117.13);(132.31, 112.0);(164.68, 116.63);(133.19, 110.26);(164.18, 115.03);(133.84, 107.85);(157.21, 114.1);(142.94, 114.61);(153.23, 145.42);(139.76, 144.92);(153.58, 169.83);(147.37, 165.69);(154.39, 173.34);(150.05, 167.71);(150.65, 179.13);(141.42, 175.42)
2.2;videos/cuts_train/fall05.mp4;walk;(140.29, 59.7);(141.56, 55.91);(142.66, 55.56);(143.85, 55.21);(138.95, 56.53);(138.14, 56.65);(137.34, 56.74);(147.25, 55.36);(137.81, 57.16);(142.73, 62.21);(139.73, 62.9);(160.86, 72.08);(134.63, 74.26);(169.41, 92.31);(133.25, 92.68);(165.86, 110.98);(131.64, 106.69);(165.43, 116.97);(131.71, 112.15);(163.05, 116.02);(132.6, 110.3);(162.62, 114.38);(133.21, 107.86);(156.61, 114.16);(142.22, 114.59);(153.89, 145.48);(138.14, 144.92);(153.6, 169.8);(144.92, 167.49);(154.31, 173.31);(148.09, 169.81);(149.9, 179.25);(137.22, 177.04)
2.23;videos/cuts_train/fall05.mp4;walk;(139.82, 59.38);(141.11, 55.48);(142.26, 55.1);(143.48, 54.73);(138.35, 56.13);(137.52, 56.23);(136.67, 56.28);(146.87, 54.82);(137.08, 56.59);(142.27, 61.85);(139.12, 62.62);(160.54, 71.8);(133.57, 74.16);(169.32, 91.97);(132.29, 92.68);(165.08, 110.46);(130.45, 106.68);(164.2, 116.21);(130.24, 112.2);(161.97, 114.99);(131.14, 110.29);(161.7, 113.29);(131.95, 107.83);(155.79, 114.17);(141.14, 114.56);(154.0, 145.36);(136.85, 145.0);(153.68, 169.76);(141.85, 169.37);(153.96, 173.23);(144.86, 172.04);(150.5, 179.53);(134.09, 178.65)
