time;vname;pose;bp0;bp1;bp2;bp3;bp4;bp5;bp6;bp7;bp8;bp9;bp10;bp11;bp12;bp13;bp14;bp15;bp16;bp17;bp18;bp19;bp20;bp21;bp22;bp23;bp24;bp25;bp26;bp27;bp28;bp29;bp30;bp31;bp32
0.63;videos/cuts_test/50wtf26.mp4;walk;(658.81, 124.98);(666.04, 114.58);(670.62, 114.69);(675.22, 115.04);(655.07, 114.28);(652.52, 114.24);(650.64, 114.3);(682.47, 120.38);(651.1, 119.49);(668.42, 137.17);(653.89, 136.51);(719.5, 185.76);(621.77, 186.82);(729.19, 258.53);(607.75, 260.86);(718.98, 327.45);(608.19, 329.1);(718.14, 352.66);(606.18, 352.64);(710.1, 350.08);(613.79, 350.67);(707.16, 343.58);(617.26, 344.63);(694.61, 334.38);(638.62, 331.08);(696.13, 444.47);(634.87, 439.29);(694.16, 538.87);(633.49, 540.71);(686.81, 552.0);(638.37, 553.61);(702.79, 568.88);(618.14, 564.88)
0.67;videos/cuts_test/50wtf26.mp4;walk;(659.61, 128.1);(666.51, 117.4);(671.1, 117.43);(675.66, 117.68);(655.08, 117.39);(652.45, 117.33);(650.6, 117.32);(682.39, 122.15);(649.61, 121.77);(668.75, 140.04);(653.98, 139.81);(718.59, 185.77);(621.37, 186.82);(729.13, 258.58);(607.71, 260.73);(718.7, 327.53);(607.86, 329.07);(717.86, 352.66);(605.75, 352.61);(709.79, 350.08);(613.3, 350.68);(706.85, 343.59);(616.7, 344.63);(694.08, 334.38);(638.45, 331.11);(696.02, 444.56);(634.81, 439.49);(694.16, 538.9);(633.48, 540.57);(687.06, 552.03);(638.35, 553.21);(702.79, 568.96);(618.25, 564.38)
0.71;videos/cuts_test/50wtf26.mp4;walk;(659.96, 130.72);(666.65, 119.94);(671.17, 120.05);(675.7, 120.14);(655.03, 119.62);(652.41, 119.51);(650.47, 119.35);(682.27, 124.01);(648.39, 123.77);(668.62, 142.2);(653.89, 141.88);(717.62, 185.8);(620.85, 186.84);(728.85, 258.6);(607.54, 260.7);(718.54, 327.56);(607.51, 329.01);(717.68, 352.66);(605.33, 352.53);(709.62, 350.05);(612.81, 350.66);(706.7, 343.59);(616.15, 344.61);(693.74, 334.36);(638.33, 331.12);(695.92, 444.61);(634.61, 439.73);(694.2, 538.92);(633.48, 540.58);(687.45, 552.04);(638.35, 553.16);(702.73, 569.01);(618.26, 563.91)
0.75;videos/cuts_test/50wtf26.mp4;walk;(660.85, 133.61);(667.04, 122.69);(671.42, 122.69);(675.78, 122.55);(655.04, 122.51);(652.38, 122.51);(650.38, 122.48);(682.18, 125.57);(647.33, 126.33);(669.04, 144.07);(654.12, 144.09);(717.19, 185.91);(620.19, 186.9);(728.49, 258.62);(606.98, 260.67);(718.31, 327.58);(606.97, 328.89);(717.36, 352.65);(604.71, 352.38);(709.33, 350.05);(612.12, 350.56);(706.45, 343.6);(615.4, 344.48);(693.5, 334.35);(638.01, 331.14);(695.64, 444.65);(634.34, 439.93);(694.2, 539.33);(633.48, 540.78);(687.59, 552.13);(638.35, 553.29);(702.59, 569.04);(618.25, 564.26)
0.79;videos/cuts_test/50wtf26.mp4;walk;(660.98, 135.85);(667.11, 124.72);(671.37, 124.66);(675.62, 124.65);(655.01, 124.49);(652.35, 124.33);(650.25, 124.28);(682.15, 127.24);(646.62, 127.64);(668.82, 145.55);(654.05, 145.69);(716.38, 185.94);(619.27, 187.28);(728.13, 258.64);(606.31, 261.17);(718.09, 327.57);(606.37, 328.9);(717.15, 352.58);(604.06, 352.36);(709.17, 349.98);(611.38, 350.55);(706.3, 343.58);(614.57, 344.46);(693.07, 334.23);(637.38, 331.13);(695.23, 444.65);(634.19, 439.92);(694.18, 539.38);(633.48, 540.85);(687.66, 552.15);(638.36, 553.32);(702.37, 569.09);(618.42, 564.68)
0.83;videos/cuts_test/50wtf26.mp4;walk;(660.89, 137.59);(667.0, 126.49);(671.21, 126.43);(675.44, 126.54);(654.98, 126.15);(652.24, 125.81);(650.05, 125.75);(681.69, 128.62);(646.02, 128.69);(668.57, 146.82);(653.97, 146.93);(715.44, 185.96);(618.14, 187.8);(727.48, 258.66);(605.68, 261.81);(717.89, 327.54);(605.63, 329.16);(716.97, 352.56);(603.42, 352.4);(709.06, 349.93);(610.74, 350.6);(706.2, 343.57);(613.81, 344.52);(692.25, 334.08);(636.38, 331.14);(694.83, 444.65);(633.82, 440.03);(694.18, 539.56);(633.56, 540.9);(687.73, 552.22);(638.57, 553.35);(702.3, 569.08);(618.42, 564.69)
0.88;videos/cuts_test/50wtf26.mp4;walk;(660.74, 138.14);(666.89, 127.02);(671.09, 126.98);(675.33, 127.17);(654.92, 126.68);(652.01, 126.3);(649.68, 126.27);(681.12, 129.19);(645.21, 129.16);(668.38, 147.38);(653.9, 147.45);(714.41, 185.96);(616.83, 188.19);(726.73, 258.69);(605.08, 262.67);(717.2, 327.57);(605.04, 329.46);(716.44, 352.55);(602.75, 352.51);(708.55, 349.92);(610.1, 350.82);(705.65, 343.57);(613.1, 344.79);(691.15, 334.02);(635.29, 331.16);(694.54, 444.75);(633.28, 440.56);(694.3, 539.76);(633.63, 541.16);(688.17, 552.26);(638.74, 553.51);(702.18, 569.11);(618.65, 565.21)
0.92;videos/cuts_test/50wtf26.mp4;walk;(660.55, 137.6);(666.56, 126.68);(670.66, 126.68);(674.74, 126.92);(654.27, 126.24);(651.34, 125.92);(648.71, 125.85);(680.24, 129.24);(644.3, 129.02);(667.99, 147.08);(653.28, 147.0);(713.5, 185.98);(615.91, 188.25);(725.81, 258.7);(604.32, 262.83);(716.41, 327.61);(604.33, 329.46);(715.89, 352.55);(601.84, 352.5);(708.0, 349.92);(609.26, 350.82);(705.05, 343.6);(612.27, 344.82);(690.27, 333.99);(634.4, 331.17);(694.37, 444.76);(632.39, 440.99);(694.48, 539.58);(633.65, 541.33);(688.53, 551.99);(638.87, 553.84);(702.08, 568.74);(618.1, 565.08)
0.96;videos/cuts_test/50wtf26.mp4;walk;(660.13, 137.14);(665.99, 126.23);(670.06, 126.24);(673.96, 126.47);(653.4, 125.82);(650.53, 125.57);(647.56, 125.47);(679.37, 129.05);(643.27, 128.85);(667.49, 146.76);(652.58, 146.67);(712.46, 185.99);(615.13, 188.32);(725.2, 258.72);(603.81, 263.02);(715.77, 327.67);(603.7, 329.53);(715.37, 352.55);(601.21, 352.5);(707.45, 349.91);(608.58, 350.86);(704.51, 343.62);(611.59, 344.88);(689.51, 333.97);(633.78, 331.19);(694.14, 444.83);(631.73, 441.13);(694.59, 539.55);(633.63, 541.36);(688.78, 551.83);(638.87, 553.87);(702.08, 568.57);(617.61, 564.96)
1.0;videos/cuts_test/50wtf26.mp4;walk;(658.91, 137.21);(664.77, 126.29);(668.78, 126.3);(672.6, 126.49);(652.18, 125.85);(649.46, 125.6);(646.19, 125.44);(678.2, 128.98);(642.25, 128.74);(666.33, 146.79);(651.5, 146.6);(711.31, 185.97);(613.75, 188.32);(724.23, 258.73);(602.87, 263.09);(715.21, 327.67);(602.4, 329.57);(714.9, 352.54);(600.04, 352.51);(706.92, 349.9);(607.4, 350.89);(704.04, 343.62);(610.24, 344.9);(688.67, 333.67);(632.9, 331.09);(693.79, 444.74);(631.14, 441.13);(694.64, 539.15);(633.61, 541.51);(688.84, 551.51);(638.87, 554.17);(702.08, 566.98);(616.6, 564.81)
1.04;videos/cuts_test/50wtf26.mp4;walk;(657.6, 137.25);(663.49, 126.25);(667.52, 126.25);(671.3, 126.42);(650.93, 125.85);(648.32, 125.62);(644.76, 125.4);(677.15, 128.92);(641.09, 128.67);(665.14, 146.79);(650.31, 146.62);(710.24, 185.97);(612.63, 188.38);(722.94, 258.89);(602.15, 263.17);(714.51, 327.68);(601.57, 329.6);(714.37, 352.52);(599.19, 352.53);(706.38, 349.9);(606.44, 350.93);(703.48, 343.63);(609.23, 344.91);(688.11, 333.54);(632.38, 331.03);(693.32, 444.72);(630.51, 441.13);(694.74, 538.89);(633.29, 541.51);(689.07, 551.26);(638.66, 554.26);(702.06, 567.01);(615.14, 564.64)
1.08;videos/cuts_test/50wtf26.mp4;walk;(656.52, 137.24);(662.51, 126.21);(666.56, 126.2);(670.33, 126.36);(649.91, 125.82);(647.32, 125.59);(643.64, 125.33);(676.23, 128.85);(639.96, 128.58);(664.06, 146.8);(649.23, 146.6);(709.21, 185.95);(611.63, 188.41);(721.96, 259.11);(601.25, 263.21);(713.46, 327.69);(600.69, 329.74);(713.51, 352.51);(598.3, 352.56);(705.44, 349.89);(605.48, 351.01);(702.54, 343.63);(608.22, 344.99);(687.36, 333.28);(631.61, 330.96);(692.9, 444.68);(630.01, 441.12);(694.92, 538.51);(633.21, 541.5);(689.29, 550.97);(638.63, 554.48);(702.09, 567.02);(614.08, 564.59)
1.13;videos/cuts_test/50wtf26.mp4;walk;(654.97, 137.4);(661.09, 126.24);(665.22, 126.21);(668.99, 126.34);(648.53, 125.95);(645.92, 125.74);(641.94, 125.45);(675.1, 128.81);(638.52, 128.59);(662.71, 146.88);(647.87, 146.79);(708.1, 185.92);(610.51, 188.43);(721.12, 259.46);(600.39, 263.23);(712.39, 327.8);(599.77, 329.96);(712.62, 352.5);(597.22, 352.67);(704.43, 349.89);(604.29, 351.24);(701.54, 343.68);(607.04, 345.2);(686.37, 333.09);(630.71, 330.94);(692.42, 444.69);(629.49, 441.3);(695.17, 538.25);(633.13, 541.48);(689.6, 550.83);(638.6, 554.55);(702.15, 567.06);(613.55, 564.57)
1.17;videos/cuts_test/50wtf26.mp4;walk;(653.79, 137.3);(659.92, 126.14);(664.07, 126.11);(667.82, 126.24);(647.42, 125.86);(644.79, 125.66);(640.74, 125.36);(674.0, 128.75);(637.36, 128.53);(661.52, 146.8);(646.77, 146.71);(706.8, 185.82);(609.57, 188.43);(720.25, 259.63);(599.53, 263.26);(711.19, 327.97);(598.84, 330.25);(711.52, 352.5);(596.35, 352.81);(703.2, 349.89);(603.46, 351.5);(700.32, 343.76);(606.22, 345.42);(685.41, 332.66);(630.01, 330.8);(691.94, 444.45);(628.86, 441.36);(695.18, 536.97);(633.05, 541.43);(689.6, 550.35);(638.6, 554.76);(702.14, 565.53);(612.23, 564.44)
1.21;videos/cuts_test/50wtf26.mp4;walk;(652.45, 137.22);(658.55, 126.05);(662.77, 126.03);(666.52, 126.15);(646.2, 125.8);(643.54, 125.61);(639.4, 125.3);(672.89, 128.71);(636.2, 128.49);(660.27, 146.75);(645.59, 146.68);(705.67, 185.7);(608.75, 188.43);(719.37, 259.71);(598.48, 263.27);(710.29, 328.0);(597.97, 330.45);(710.78, 352.49);(595.54, 352.97);(702.45, 349.89);(602.84, 351.72);(699.53, 343.78);(605.63, 345.61);(684.62, 332.42);(629.38, 330.77);(691.43, 444.29);(628.17, 441.49);(695.17, 536.06);(632.89, 541.44);(689.58, 549.97);(638.6, 555.13);(702.07, 564.92);(611.14, 564.28)
1.25;videos/cuts_test/50wtf26.mp4;walk;(651.51, 137.2);(657.53, 126.02);(661.73, 125.99);(665.5, 126.1);(645.19, 125.78);(642.53, 125.59);(638.37, 125.28);(671.86, 128.67);(635.11, 128.47);(659.35, 146.72);(644.63, 146.67);(704.69, 185.61);(607.75, 188.43);(718.44, 259.79);(597.19, 263.3);(709.55, 328.1);(597.24, 330.87);(710.06, 352.48);(594.93, 353.22);(701.73, 349.89);(602.32, 352.01);(698.82, 343.84);(605.12, 345.88);(683.98, 332.22);(628.74, 330.76);(691.11, 443.83);(627.47, 441.53);(695.17, 535.22);(632.64, 541.46);(689.58, 549.61);(638.57, 555.4);(702.11, 563.86);(610.93, 564.27)
1.29;videos/cuts_test/50wtf26.mp4;walk;(650.57, 137.21);(656.58, 126.02);(660.74, 125.99);(664.49, 126.1);(644.19, 125.78);(641.54, 125.59);(637.43, 125.27);(670.74, 128.65);(634.1, 128.45);(658.34, 146.71);(643.62, 146.69);(703.56, 185.52);(606.84, 188.43);(717.59, 259.82);(596.17, 263.28);(708.82, 328.17);(596.56, 331.11);(709.36, 352.47);(593.96, 353.43);(701.04, 349.89);(601.46, 352.25);(698.12, 343.87);(604.35, 346.12);(683.26, 331.83);(628.04, 330.7);(690.67, 443.56);(627.09, 441.41);(695.17, 534.76);(632.53, 541.47);(689.59, 549.32);(638.56, 555.5);(701.99, 563.66);(611.07, 564.36)
1.33;videos/cuts_test/50wtf26.mp4;walk;(649.41, 137.48);(655.51, 126.26);(659.61, 126.23);(663.41, 126.34);(643.11, 126.0);(640.49, 125.8);(636.55, 125.47);(669.63, 128.71);(633.27, 128.55);(657.22, 146.87);(642.52, 146.87);(702.76, 185.52);(606.09, 188.43);(717.01, 260.18);(595.46, 263.21);(707.96, 328.21);(595.87, 331.18);(708.47, 352.44);(593.23, 353.59);(700.1, 349.87);(600.7, 352.44);(697.22, 343.87);(603.61, 346.3);(682.43, 331.81);(627.38, 330.75);(690.1, 443.53);(626.52, 441.45);(695.23, 534.81);(632.53, 541.58);(689.75, 549.37);(638.6, 555.81);(701.89, 564.49);(610.79, 564.37)
1.38;videos/cuts_test/50wtf26.mp4;walk;(648.16, 137.78);(654.38, 126.56);(658.41, 126.53);(662.25, 126.63);(642.03, 126.25);(639.41, 126.03);(635.55, 125.68);(668.49, 128.82);(632.4, 128.64);(655.98, 147.03);(641.39, 147.06);(701.81, 185.52);(605.09, 188.44);(716.32, 260.6);(594.75, 263.21);(707.26, 328.31);(595.33, 331.37);(707.81, 352.44);(592.53, 353.83);(699.35, 349.88);(599.93, 352.69);(696.44, 343.92);(602.86, 346.52);(681.7, 331.8);(626.59, 330.82);(689.44, 443.62);(625.95, 441.62);(695.38, 536.32);(632.49, 541.63);(689.93, 550.46);(638.6, 555.9);(701.77, 567.59);(610.81, 564.48)
1.42;videos/cuts_test/50wtf26.mp4;walk;(647.06, 137.89);(653.26, 126.7);(657.24, 126.68);(661.09, 126.77);(640.96, 126.36);(638.34, 126.13);(634.51, 125.78);(667.3, 128.89);(631.4, 128.69);(654.9, 147.1);(640.34, 147.14);(700.75, 185.52);(604.02, 188.51);(715.41, 260.66);(593.73, 263.2);(706.58, 328.33);(594.37, 331.43);(707.18, 352.43);(591.53, 353.99);(698.65, 349.87);(599.07, 352.87);(695.69, 343.92);(601.99, 346.65);(680.96, 331.8);(625.73, 330.91);(689.08, 443.72);(625.53, 441.93);(695.42, 537.48);(632.37, 541.69);(689.94, 551.36);(638.6, 556.0);(701.57, 569.2);(610.86, 564.63)
1.46;videos/cuts_test/50wtf26.mp4;walk;(645.78, 138.16);(651.94, 126.97);(655.91, 126.96);(659.77, 127.02);(639.78, 126.62);(637.16, 126.38);(633.39, 126.06);(666.09, 129.02);(630.46, 128.84);(653.68, 147.26);(639.22, 147.36);(699.8, 185.52);(603.05, 188.53);(714.39, 260.77);(592.95, 263.19);(705.98, 328.33);(593.5, 331.46);(706.49, 352.42);(590.49, 354.09);(697.94, 349.87);(598.0, 353.0);(694.99, 343.93);(600.95, 346.74);(680.18, 331.72);(625.02, 330.92);(688.7, 443.75);(625.36, 442.03);(695.42, 538.83);(632.27, 541.7);(689.91, 552.55);(638.6, 556.01);(701.09, 570.24);(610.78, 564.64)
1.5;videos/cuts_test/50wtf26.mp4;walk;(644.65, 138.47);(650.9, 127.21);(654.86, 127.21);(658.73, 127.27);(638.7, 126.86);(636.03, 126.62);(632.28, 126.33);(665.06, 129.27);(629.39, 129.08);(652.56, 147.55);(638.11, 147.74);(699.06, 185.56);(601.86, 188.72);(713.5, 261.08);(591.83, 263.21);(705.12, 328.38);(592.45, 331.59);(705.73, 352.43);(589.63, 354.27);(697.14, 349.9);(597.07, 353.18);(694.17, 343.99);(599.95, 346.9);(679.48, 331.79);(624.14, 331.25);(688.36, 444.03);(625.35, 442.25);(695.38, 539.78);(632.21, 541.71);(689.78, 553.26);(638.6, 555.99);(700.78, 571.24);(611.14, 564.7)
1.54;videos/cuts_test/50wtf26.mp4;walk;(643.0, 140.04);(649.19, 128.86);(653.34, 128.64);(657.23, 128.49);(637.37, 128.55);(634.69, 128.21);(631.02, 127.95);(664.02, 129.98);(628.46, 130.14);(651.13, 148.89);(636.84, 149.39);(698.06, 185.4);(600.84, 188.75);(711.35, 260.39);(590.7, 263.03);(704.39, 328.25);(591.51, 331.69);(705.28, 352.37);(588.75, 354.57);(696.87, 349.89);(596.09, 353.36);(693.81, 344.0);(598.93, 347.04);(678.53, 331.82);(623.24, 331.56);(687.61, 444.28);(625.27, 442.88);(695.3, 539.8);(632.21, 542.44);(689.77, 553.2);(638.61, 556.22);(700.27, 571.24);(613.48, 566.81)
1.58;videos/cuts_test/50wtf26.mp4;walk;(643.27, 141.01);(649.25, 129.84);(653.15, 129.52);(656.97, 129.18);(637.71, 129.7);(634.93, 129.37);(631.54, 129.11);(663.42, 130.35);(628.87, 130.86);(650.97, 149.43);(637.05, 149.99);(697.19, 182.73);(601.22, 187.23);(700.04, 258.76);(591.56, 261.49);(697.3, 326.73);(591.5, 331.63);(701.54, 350.15);(587.82, 354.42);(694.04, 348.63);(595.38, 353.35);(689.71, 343.03);(598.47, 347.04);(676.14, 331.83);(621.55, 331.57);(685.23, 443.25);(624.98, 442.39);(693.19, 538.96);(631.69, 542.31);(687.0, 552.48);(638.1, 555.9);(695.76, 570.55);(613.45, 566.16)
1.63;videos/cuts_test/50wtf26.mp4;walk;(643.67, 141.28);(649.61, 129.98);(653.4, 129.61);(657.16, 129.23);(638.02, 129.92);(635.3, 129.58);(631.82, 129.3);(663.21, 130.32);(629.12, 130.81);(651.1, 149.58);(637.38, 150.11);(696.41, 177.11);(601.6, 183.55);(690.14, 250.08);(593.55, 258.34);(681.65, 317.17);(592.08, 325.69);(688.62, 340.7);(588.16, 346.93);(682.62, 340.26);(595.11, 346.29);(677.45, 332.83);(598.6, 340.69);(669.9, 329.19);(620.47, 328.49);(675.4, 433.87);(623.72, 438.05);(686.26, 536.88);(630.55, 542.6);(680.93, 551.12);(636.82, 556.94);(689.59, 568.96);(613.38, 566.13)
1.67;videos/cuts_test/50wtf26.mp4;walk;(643.68, 140.54);(649.66, 128.37);(653.56, 127.7);(657.37, 127.12);(638.12, 129.23);(635.25, 129.03);(632.03, 128.92);(663.53, 128.07);(629.15, 129.58);(651.36, 148.8);(637.63, 149.87);(696.79, 175.16);(604.68, 176.43);(681.85, 248.02);(598.57, 251.19);(666.32, 311.85);(595.81, 317.61);(669.81, 335.96);(590.1, 339.02);(661.19, 333.34);(596.77, 337.86);(656.35, 325.54);(601.6, 331.33);(664.62, 327.96);(619.29, 326.14);(658.07, 431.79);(617.58, 431.77);(668.19, 528.66);(629.11, 541.67);(666.35, 540.11);(635.69, 553.61);(661.12, 566.09);(613.47, 566.24)
1.71;videos/cuts_test/50wtf26.mp4;walk;(643.75, 137.72);(649.71, 125.32);(653.69, 124.42);(657.57, 123.69);(638.28, 127.2);(635.39, 127.25);(632.21, 127.4);(663.94, 124.47);(630.98, 127.23);(651.64, 145.87);(638.14, 147.49);(699.28, 172.23);(609.77, 170.47);(682.37, 247.5);(606.26, 243.72);(644.32, 306.12);(601.89, 310.58);(642.87, 328.95);(598.07, 330.06);(632.14, 326.38);(604.33, 330.31);(631.59, 318.11);(606.41, 323.12);(661.3, 317.31);(616.6, 313.58);(643.22, 422.92);(612.49, 422.64);(647.12, 528.7);(629.18, 532.33);(650.83, 539.24);(635.61, 543.3);(631.96, 562.83);(613.45, 562.58)
1.75;videos/cuts_test/50wtf26.mp4;walk;(644.28, 135.34);(649.86, 123.47);(653.76, 122.44);(657.82, 121.55);(639.36, 125.67);(636.68, 125.99);(634.25, 126.41);(665.75, 122.1);(635.49, 126.33);(653.58, 143.41);(640.88, 145.03);(703.81, 171.74);(615.27, 169.8);(684.19, 248.69);(608.57, 242.21);(633.38, 297.58);(608.07, 306.17);(626.06, 319.02);(605.31, 328.46);(619.51, 315.45);(611.43, 326.66);(621.39, 307.46);(612.91, 319.27);(658.21, 316.12);(612.49, 311.43);(632.75, 424.01);(602.71, 422.99);(633.97, 538.26);(623.37, 534.77);(638.71, 553.61);(629.13, 550.66);(618.88, 565.85);(601.07, 563.08)
1.79;videos/cuts_test/50wtf26.mp4;walk;(645.68, 135.52);(650.88, 123.66);(654.97, 122.77);(659.13, 121.91);(641.46, 125.8);(639.36, 126.16);(637.51, 126.63);(669.35, 122.5);(639.94, 126.58);(656.09, 143.51);(643.8, 145.67);(708.25, 172.3);(619.54, 170.54);(685.03, 249.26);(609.64, 241.21);(630.25, 295.82);(609.96, 301.61);(622.59, 316.27);(604.6, 324.36);(615.65, 310.68);(611.06, 322.87);(617.75, 303.49);(613.26, 314.94);(655.6, 317.04);(611.63, 310.98);(624.76, 421.43);(593.73, 420.21);(628.45, 541.19);(621.02, 535.6);(633.26, 557.17);(627.64, 551.0);(608.81, 568.85);(598.9, 563.18)
1.84;videos/cuts_test/50wtf26.mp4;walk;(647.38, 139.59);(653.22, 127.66);(657.65, 126.46);(662.44, 125.21);(644.59, 129.41);(642.88, 129.52);(640.86, 129.73);(674.07, 124.98);(644.76, 128.95);(658.69, 148.72);(646.5, 150.58);(711.41, 178.87);(622.97, 171.99);(686.48, 252.72);(610.66, 242.03);(629.74, 300.93);(609.96, 305.98);(620.81, 322.44);(603.42, 328.4);(613.74, 318.22);(609.74, 327.14);(615.91, 311.02);(612.17, 319.53);(652.94, 319.04);(610.58, 313.36);(614.5, 426.5);(591.61, 422.95);(626.2, 549.73);(620.5, 540.16);(634.26, 566.03);(627.84, 554.3);(593.42, 574.64);(592.84, 563.17)
1.88;videos/cuts_test/50wtf26.mp4;walk;(649.41, 146.28);(656.07, 133.84);(660.55, 132.99);(665.64, 132.3);(648.05, 135.27);(646.47, 135.25);(644.29, 135.21);(678.4, 132.32);(648.66, 133.54);(660.78, 156.96);(648.75, 157.2);(712.72, 189.38);(624.59, 175.15);(679.21, 267.65);(609.72, 250.95);(626.04, 316.04);(608.67, 318.63);(616.28, 337.78);(603.05, 342.24);(610.0, 335.21);(609.56, 343.65);(612.6, 327.12);(611.83, 335.78);(650.97, 328.23);(609.92, 317.59);(616.38, 440.04);(594.04, 426.69);(630.68, 557.76);(621.19, 544.5);(638.48, 574.03);(628.38, 557.93);(594.31, 591.39);(590.71, 565.75)
1.92;videos/cuts_test/50wtf26.mp4;walk;(653.53, 153.64);(660.62, 140.32);(665.18, 139.61);(670.39, 139.01);(652.02, 141.57);(650.34, 141.52);(648.06, 141.43);(682.46, 138.88);(650.98, 139.16);(664.29, 163.94);(651.89, 163.41);(714.38, 195.74);(625.02, 178.99);(680.22, 271.94);(609.16, 255.22);(630.02, 321.22);(607.7, 324.71);(621.44, 343.74);(601.27, 349.57);(613.0, 340.21);(607.86, 351.24);(614.43, 332.28);(609.79, 342.83);(652.03, 329.8);(609.76, 319.21);(622.69, 442.76);(597.52, 431.85);(633.44, 557.62);(621.65, 546.62);(639.89, 573.23);(629.0, 560.41);(602.38, 591.77);(593.1, 565.66)
1.96;videos/cuts_test/50wtf26.mp4;walk;(656.03, 156.75);(663.37, 143.6);(667.77, 143.19);(672.66, 142.86);(654.58, 144.55);(652.76, 144.5);(650.39, 144.44);(684.2, 143.17);(653.2, 142.61);(666.11, 166.68);(654.0, 165.92);(715.41, 199.26);(625.31, 182.42);(681.85, 273.15);(609.46, 258.49);(631.41, 322.63);(606.77, 326.05);(622.24, 345.26);(600.72, 350.38);(613.58, 341.12);(607.06, 352.04);(614.8, 333.45);(608.5, 343.65);(652.12, 331.22);(608.84, 322.44);(627.83, 444.32);(599.29, 436.79);(636.85, 555.18);(623.07, 547.24);(642.44, 570.03);(630.61, 560.95);(607.72, 589.21);(594.7, 566.91)
2.0;videos/cuts_test/50wtf26.mp4;walk;(656.14, 157.81);(663.49, 144.58);(667.81, 144.03);(672.68, 143.57);(655.2, 145.33);(652.98, 145.0);(650.5, 144.7);(685.18, 143.98);(654.63, 142.79);(666.03, 167.77);(654.24, 166.69);(717.53, 200.11);(626.34, 183.39);(683.3, 272.36);(610.18, 259.08);(632.39, 322.17);(606.22, 326.59);(622.73, 345.39);(600.35, 350.46);(614.31, 340.99);(606.73, 351.92);(615.76, 333.19);(608.37, 343.75);(652.89, 331.9);(608.01, 324.12);(630.74, 447.19);(600.24, 440.93);(639.02, 555.94);(623.71, 548.81);(643.97, 569.18);(631.23, 562.35);(611.31, 591.74);(595.53, 571.08)
2.04;videos/cuts_test/50wtf26.mp4;walk;(658.61, 157.24);(666.44, 144.01);(670.78, 143.5);(675.51, 143.24);(657.79, 144.75);(655.26, 144.44);(652.48, 144.1);(687.47, 143.96);(655.93, 142.53);(668.74, 167.56);(656.55, 166.57);(720.12, 199.47);(627.78, 183.61);(688.13, 272.14);(611.79, 259.71);(634.79, 322.81);(606.13, 328.81);(625.17, 346.59);(600.84, 351.87);(616.79, 341.99);(607.58, 353.24);(618.2, 334.31);(609.18, 345.24);(653.69, 331.75);(607.93, 324.11);(632.52, 446.95);(600.56, 440.43);(639.52, 555.02);(624.62, 548.76);(643.28, 567.72);(631.36, 562.06);(612.83, 589.43);(601.81, 572.09)
2.09;videos/cuts_test/50wtf26.mp4;walk;(661.1, 157.81);(668.44, 144.67);(672.61, 143.94);(677.06, 143.5);(660.26, 145.47);(657.73, 145.11);(654.91, 144.66);(688.72, 143.88);(658.04, 142.95);(671.07, 167.95);(659.16, 166.86);(722.27, 198.57);(630.54, 183.61);(692.69, 272.15);(613.81, 259.88);(636.47, 322.28);(607.16, 329.35);(628.11, 345.91);(604.07, 352.18);(619.9, 341.69);(611.26, 352.75);(620.92, 333.9);(612.48, 344.82);(654.2, 331.51);(608.27, 324.19);(635.16, 441.42);(601.04, 439.99);(639.63, 551.79);(625.64, 548.43);(642.44, 563.51);(631.65, 561.68);(616.03, 587.48);(603.46, 571.62)
2.13;videos/cuts_test/50wtf26.mp4;walk;(663.73, 157.04);(671.15, 143.99);(675.27, 143.33);(679.51, 142.98);(662.92, 144.78);(660.2, 144.42);(657.31, 143.98);(691.05, 143.44);(660.38, 142.46);(673.55, 167.33);(661.47, 166.21);(725.08, 198.42);(633.23, 183.53);(696.52, 271.89);(616.66, 259.86);(636.73, 321.92);(611.64, 328.77);(629.64, 345.53);(609.0, 351.55);(620.51, 341.35);(616.92, 352.05);(622.45, 333.61);(618.73, 344.23);(654.32, 330.91);(609.52, 323.18);(638.61, 439.23);(602.72, 439.87);(639.87, 550.85);(625.68, 548.25);(642.33, 562.43);(631.72, 561.6);(616.43, 587.07);(603.41, 571.43)
2.17;videos/cuts_test/50wtf26.mp4;walk;(667.12, 156.44);(674.67, 143.4);(678.6, 142.79);(682.7, 142.48);(666.47, 144.19);(663.89, 143.86);(660.95, 143.44);(693.95, 143.01);(664.03, 142.08);(676.79, 166.84);(664.9, 165.76);(728.26, 198.29);(635.95, 183.49);(699.07, 272.2);(619.09, 260.17);(637.86, 322.34);(616.7, 328.62);(630.27, 345.97);(614.78, 351.25);(622.88, 341.62);(622.79, 351.58);(625.13, 333.85);(624.32, 343.82);(655.42, 329.8);(612.36, 320.85);(640.25, 438.77);(603.57, 437.76);(639.81, 548.54);(625.87, 546.46);(641.31, 559.91);(631.77, 558.89);(616.88, 585.34);(604.15, 571.18)
