time;vname;pose;bp0;bp1;bp2;bp3;bp4;bp5;bp6;bp7;bp8;bp9;bp10;bp11;bp12;bp13;bp14;bp15;bp16;bp17;bp18;bp19;bp20;bp21;bp22;bp23;bp24;bp25;bp26;bp27;bp28;bp29;bp30;bp31;bp32
4.3;videos/cuts_train/fall09.mp4;fall;(154.96, 63.21);(155.21, 59.08);(155.33, 58.97);(155.51, 58.83);(156.14, 58.67);(156.95, 58.26);(157.96, 57.75);(159.66, 59.19);(163.06, 57.68);(157.27, 66.65);(158.14, 66.45);(162.17, 81.62);(184.98, 72.38);(159.4, 115.21);(186.91, 99.06);(147.08, 140.25);(170.36, 112.18);(144.56, 147.81);(167.09, 113.83);(143.54, 147.99);(163.96, 114.41);(144.85, 145.43);(165.02, 114.07);(177.1, 132.15);(191.53, 128.94);(169.28, 162.27);(177.92, 155.99);(194.4, 192.88);(196.12, 186.76);(201.13, 199.38);(202.17, 193.16);(180.44, 199.76);(184.01, 193.5)
4.33;videos/cuts_train/fall09.mp4;fall;(151.61, 68.31);(151.93, 64.39);(152.14, 64.26);(152.4, 64.11);(152.63, 64.03);(153.31, 63.64);(154.12, 63.19);(157.08, 64.34);(159.73, 63.03);(154.3, 71.68);(155.0, 71.58);(161.36, 87.39);(181.88, 76.68);(157.14, 121.55);(184.43, 105.36);(143.66, 149.12);(167.87, 122.25);(140.52, 158.14);(164.66, 124.93);(139.3, 157.67);(161.23, 125.72);(141.15, 154.46);(162.43, 125.09);(177.41, 135.71);(191.41, 130.92);(166.36, 163.63);(179.79, 155.87);(194.14, 192.93);(194.18, 186.79);(201.13, 199.05);(200.45, 191.44);(179.65, 199.91);(182.24, 192.7)
4.37;videos/cuts_train/fall09.mp4;fall;(148.66, 74.02);(149.01, 70.12);(149.27, 70.0);(149.57, 69.87);(149.58, 69.82);(150.21, 69.47);(150.92, 69.06);(154.48, 70.37);(156.47, 68.89);(151.63, 77.45);(152.2, 77.38);(159.88, 92.36);(177.71, 81.06);(154.86, 128.43);(181.53, 111.21);(140.78, 157.47);(165.72, 132.21);(136.63, 165.81);(160.05, 134.02);(134.72, 164.35);(158.01, 133.71);(136.98, 162.25);(160.79, 136.03);(178.3, 138.77);(190.55, 132.27);(165.23, 164.63);(177.69, 155.68);(193.2, 192.78);(191.1, 180.87);(200.03, 198.63);(196.47, 184.73);(177.78, 199.97);(180.62, 187.04)
4.4;videos/cuts_train/fall09.mp4;fall;(145.98, 79.75);(146.29, 75.99);(146.45, 75.93);(146.65, 75.86);(147.11, 75.64);(147.83, 75.34);(148.64, 74.98);(151.33, 76.58);(153.66, 74.92);(149.02, 83.17);(149.92, 83.02);(158.53, 98.41);(174.88, 86.74);(154.13, 132.61);(179.45, 117.52);(140.94, 159.08);(165.52, 140.85);(136.51, 166.46);(162.07, 144.43);(134.35, 165.54);(159.8, 146.09);(136.47, 163.59);(161.53, 145.2);(179.11, 142.28);(189.69, 136.56);(160.12, 164.63);(174.12, 159.4);(191.78, 192.56);(191.56, 184.06);(198.28, 197.43);(197.57, 184.82);(176.9, 200.1);(182.5, 196.46)
4.43;videos/cuts_train/fall09.mp4;fall;(142.64, 87.12);(143.02, 83.3);(143.2, 83.23);(143.44, 83.14);(143.8, 82.96);(144.52, 82.68);(145.32, 82.35);(148.23, 83.78);(150.37, 82.22);(145.85, 90.52);(146.76, 90.37);(157.42, 105.09);(171.11, 92.06);(150.9, 138.8);(168.65, 116.69);(137.64, 166.16);(148.8, 132.58);(133.91, 174.58);(144.0, 135.3);(132.04, 172.92);(142.78, 136.28);(133.33, 170.46);(144.96, 135.16);(179.92, 145.68);(189.48, 138.99);(156.54, 165.71);(173.23, 162.09);(191.25, 191.9);(190.68, 184.4);(198.5, 196.42);(197.86, 187.44);(177.52, 200.18);(182.29, 196.37)
4.47;videos/cuts_train/fall09.mp4;fall;(140.18, 93.74);(140.36, 90.13);(140.4, 90.2);(140.49, 90.24);(141.49, 89.43);(142.3, 89.08);(143.18, 88.69);(145.0, 90.95);(148.08, 88.75);(143.09, 96.94);(144.47, 96.59);(154.89, 113.08);(169.12, 97.05);(148.41, 146.0);(167.38, 119.17);(132.79, 175.52);(144.4, 136.27);(128.76, 183.45);(139.93, 138.39);(126.72, 182.71);(138.61, 139.98);(128.25, 179.85);(140.62, 138.88);(180.73, 150.4);(188.36, 140.79);(156.44, 167.81);(168.25, 160.48);(190.75, 191.01);(188.55, 180.71);(198.31, 194.89);(194.96, 183.3);(178.2, 200.3);(180.1, 190.05)
4.5;videos/cuts_train/fall09.mp4;fall;(136.36, 100.49);(136.87, 96.97);(136.92, 97.05);(137.03, 97.1);(137.98, 96.21);(138.81, 95.81);(139.69, 95.38);(141.75, 98.08);(144.66, 95.71);(139.18, 103.55);(140.66, 103.16);(153.09, 120.62);(165.92, 103.44);(143.55, 157.11);(168.74, 125.37);(126.91, 187.26);(150.28, 143.03);(121.75, 193.92);(145.91, 144.54);(119.99, 193.72);(147.32, 145.59);(121.72, 191.68);(148.94, 145.97);(181.56, 154.77);(186.24, 143.28);(156.36, 169.04);(164.23, 153.64);(190.22, 190.38);(182.98, 170.91);(198.02, 194.48);(188.54, 173.54);(178.21, 200.37);(174.35, 176.45)
4.53;videos/cuts_train/fall09.mp4;fall;(132.04, 109.16);(132.4, 106.01);(132.48, 106.16);(132.58, 106.29);(133.5, 105.08);(134.3, 104.68);(135.13, 104.25);(137.76, 106.79);(140.35, 104.27);(134.77, 112.43);(136.22, 111.73);(151.07, 127.66);(160.75, 109.83);(139.62, 162.6);(162.61, 132.26);(122.68, 195.68);(143.02, 154.37);(117.83, 201.31);(145.29, 153.47);(115.99, 201.38);(139.82, 157.97);(117.27, 198.99);(140.11, 157.53);(181.69, 158.62);(184.72, 146.23);(154.88, 170.55);(159.95, 148.68);(189.86, 189.99);(178.21, 166.52);(198.03, 193.73);(183.1, 168.91);(178.2, 200.4);(170.73, 173.01)
4.57;videos/cuts_train/fall09.mp4;fall;(129.65, 119.28);(129.52, 115.67);(129.7, 115.69);(129.88, 115.76);(130.39, 114.95);(131.06, 114.61);(131.71, 114.29);(135.06, 115.37);(136.59, 113.5);(133.31, 122.16);(134.21, 121.66);(149.46, 134.01);(158.0, 117.33);(135.66, 170.89);(162.84, 139.56);(117.97, 202.8);(150.24, 164.85);(112.42, 209.24);(149.26, 166.09);(110.14, 209.03);(145.89, 168.36);(112.56, 208.02);(146.53, 168.25);(181.97, 162.04);(183.4, 151.42);(154.46, 172.74);(157.67, 159.13);(189.02, 189.75);(177.75, 168.23);(197.72, 192.66);(183.41, 175.05);(177.98, 200.6);(168.52, 179.45)
4.6;videos/cuts_train/fall09.mp4;fall;(125.56, 130.08);(125.28, 126.27);(125.61, 126.13);(125.94, 125.98);(125.56, 125.97);(126.07, 125.65);(126.53, 125.29);(131.0, 124.68);(131.29, 123.37);(129.37, 132.46);(129.59, 132.03);(147.83, 138.63);(150.34, 125.29);(137.21, 174.17);(151.35, 148.7);(116.93, 211.46);(131.52, 170.93);(112.28, 216.16);(129.62, 171.19);(109.71, 215.85);(133.48, 172.61);(111.6, 214.46);(129.81, 172.34);(182.53, 162.45);(180.21, 156.77);(153.55, 173.84);(155.88, 168.4);(188.62, 189.28);(180.1, 184.74);(197.39, 191.04);(186.25, 186.23);(179.65, 200.54);(171.63, 193.97)
4.63;videos/cuts_train/fall09.mp4;fall;(123.51, 140.92);(123.57, 136.62);(124.43, 136.29);(125.26, 135.92);(122.39, 136.57);(122.42, 136.22);(122.41, 135.77);(130.42, 133.8);(126.65, 133.04);(128.06, 142.83);(126.4, 142.77);(148.82, 143.9);(138.57, 136.38);(138.67, 178.65);(129.49, 165.01);(118.29, 215.12);(116.41, 189.35);(112.52, 216.94);(110.85, 192.15);(109.33, 213.18);(110.02, 193.63);(112.06, 213.93);(112.34, 192.93);(184.15, 164.29);(174.36, 161.28);(153.45, 176.08);(146.15, 174.62);(188.58, 189.03);(178.83, 184.39);(197.27, 189.55);(184.88, 185.14);(183.13, 200.94);(173.15, 194.25)
4.67;videos/cuts_train/fall09.mp4;fall;(117.9, 147.87);(117.87, 143.45);(118.61, 142.9);(119.33, 142.37);(116.85, 143.72);(116.9, 143.33);(116.93, 142.83);(124.3, 140.06);(121.08, 139.94);(122.69, 148.93);(121.11, 149.14);(143.37, 150.77);(134.63, 144.02);(130.51, 183.83);(124.5, 172.25);(118.84, 217.68);(113.0, 197.82);(112.32, 221.57);(108.0, 200.86);(109.99, 218.4);(107.41, 201.98);(112.45, 217.15);(109.82, 202.53);(183.72, 169.13);(174.45, 166.29);(149.79, 182.64);(139.71, 180.96);(187.12, 189.22);(176.26, 187.99);(195.46, 187.35);(182.86, 186.73);(186.01, 201.11);(173.69, 199.71)
4.7;videos/cuts_train/fall09.mp4;fall;(111.23, 156.85);(109.39, 152.63);(110.12, 151.96);(110.88, 151.44);(108.49, 152.85);(108.58, 152.4);(108.66, 152.03);(116.73, 148.36);(114.15, 148.15);(116.47, 156.91);(115.37, 157.4);(137.28, 158.33);(130.22, 147.85);(132.75, 191.15);(122.0, 179.79);(119.24, 221.32);(109.08, 205.94);(112.11, 223.83);(104.13, 209.04);(109.72, 221.8);(104.02, 211.43);(112.1, 220.65);(106.35, 211.08);(183.7, 173.73);(176.02, 166.5);(148.55, 184.2);(146.73, 178.26);(187.53, 189.79);(180.63, 188.11);(195.84, 189.03);(188.58, 187.04);(185.2, 201.64);(178.23, 199.91)
4.73;videos/cuts_train/fall09.mp4;fall;(115.24, 170.52);(112.5, 168.74);(112.74, 168.46);(113.0, 168.2);(112.1, 167.85);(112.1, 167.03);(112.11, 166.2);(115.24, 163.19);(113.98, 160.41);(118.79, 169.09);(118.73, 168.2);(128.74, 166.01);(128.35, 152.56);(132.97, 195.79);(122.66, 184.92);(118.29, 220.41);(110.96, 208.4);(111.48, 224.41);(104.89, 214.6);(109.69, 222.29);(104.75, 216.08);(111.88, 221.27);(107.91, 215.25);(179.06, 173.6);(170.55, 168.68);(167.05, 187.59);(138.82, 179.41);(179.49, 189.84);(116.95, 215.04);(180.81, 188.32);(116.74, 219.4);(178.65, 197.55);(97.36, 217.96)
4.77;videos/cuts_train/fall09.mp4;fall;(106.25, 168.28);(103.27, 166.51);(103.49, 166.58);(103.76, 166.66);(103.08, 165.38);(103.18, 164.67);(103.33, 163.95);(106.4, 164.25);(106.1, 160.47);(109.74, 168.54);(109.64, 167.45);(123.01, 172.67);(124.61, 150.66);(132.73, 196.99);(125.85, 185.93);(116.8, 220.29);(111.36, 211.73);(111.04, 224.0);(104.08, 215.41);(109.17, 221.62);(103.7, 216.38);(111.05, 220.48);(106.43, 215.83);(175.53, 178.28);(170.42, 169.09);(157.75, 187.55);(135.18, 178.95);(165.43, 194.13);(150.39, 201.62);(169.43, 192.4);(156.04, 203.77);(155.35, 201.23);(140.62, 212.76)
4.8;videos/cuts_train/fall09.mp4;fall;(99.13, 171.35);(96.46, 168.87);(96.76, 168.9);(97.11, 168.97);(96.32, 168.11);(96.54, 167.4);(96.8, 166.8);(100.38, 166.59);(100.09, 163.18);(102.75, 171.85);(102.5, 170.99);(116.74, 174.74);(120.18, 153.56);(131.05, 199.43);(128.59, 182.53);(116.49, 220.86);(113.98, 203.12);(110.85, 222.83);(107.39, 203.02);(108.47, 221.21);(104.65, 205.16);(110.41, 220.18);(107.28, 206.33);(170.6, 181.85);(169.38, 170.71);(149.72, 193.98);(141.77, 178.04);(155.52, 196.85);(147.44, 200.57);(160.99, 196.76);(152.04, 203.82);(139.58, 200.91);(132.91, 209.39)
4.83;videos/cuts_train/fall09.mp4;fall;(93.55, 172.18);(90.26, 171.08);(90.43, 171.49);(90.67, 171.93);(90.56, 169.49);(90.96, 168.33);(91.32, 167.5);(93.27, 171.05);(94.45, 163.97);(97.44, 173.39);(97.63, 171.65);(110.16, 180.44);(117.56, 154.93);(131.31, 203.3);(131.48, 175.1);(116.23, 219.81);(132.0, 196.03);(110.36, 221.88);(128.97, 196.86);(107.88, 219.42);(125.22, 198.81);(110.34, 217.87);(126.08, 199.58);(164.74, 189.11);(169.45, 171.75);(147.28, 196.49);(157.13, 183.54);(164.81, 197.06);(170.95, 197.15);(170.83, 196.6);(175.09, 203.0);(155.89, 200.9);(166.82, 206.01)
4.87;videos/cuts_train/fall09.mp4;fall;(86.18, 174.16);(82.33, 173.31);(82.37, 173.91);(82.48, 174.57);(82.76, 171.26);(83.04, 170.2);(83.31, 169.1);(85.3, 174.98);(86.43, 165.91);(89.91, 175.7);(90.45, 173.83);(103.88, 188.2);(112.96, 156.79);(130.76, 208.7);(132.55, 169.09);(117.61, 221.66);(133.41, 195.48);(111.14, 223.74);(130.69, 190.57);(108.61, 220.56);(127.48, 196.32);(110.97, 219.74);(128.26, 197.13);(159.88, 196.29);(167.61, 174.78);(147.61, 195.1);(166.66, 183.76);(170.64, 196.63);(181.06, 195.69);(176.82, 196.29);(184.83, 200.81);(161.36, 199.43);(178.89, 205.89)
4.9;videos/cuts_train/fall09.mp4;fallen;(82.41, 175.85);(78.95, 175.29);(79.02, 176.04);(79.17, 176.88);(79.41, 172.94);(79.75, 171.87);(80.17, 170.71);(82.18, 178.39);(83.72, 168.48);(86.28, 178.23);(86.87, 175.79);(99.51, 195.63);(108.54, 159.41);(129.12, 214.64);(134.6, 168.41);(118.15, 223.23);(132.32, 185.31);(112.17, 225.38);(129.67, 183.55);(109.81, 222.27);(126.88, 187.57);(112.02, 221.26);(127.62, 189.25);(158.73, 201.57);(165.55, 179.79);(158.58, 197.21);(167.58, 184.37);(181.17, 201.63);(186.6, 194.98);(188.36, 200.98);(192.7, 200.44);(172.01, 203.06);(178.82, 201.19)
4.93;videos/cuts_train/fall09.mp4;fallen;(78.95, 177.66);(75.66, 177.14);(75.71, 177.92);(75.81, 179.03);(76.32, 174.53);(76.81, 173.43);(77.36, 172.31);(78.68, 180.71);(81.95, 168.87);(82.93, 180.11);(83.78, 176.92);(94.81, 200.93);(105.28, 162.61);(124.19, 219.59);(133.33, 172.3);(118.64, 223.79);(129.32, 184.98);(116.46, 226.72);(128.77, 183.66);(115.9, 223.62);(125.21, 187.48);(115.51, 222.08);(125.07, 189.01);(155.94, 207.01);(162.59, 183.51);(159.63, 205.44);(168.17, 184.58);(185.36, 204.83);(182.49, 194.99);(190.77, 203.51);(188.31, 198.6);(177.46, 204.06);(177.51, 199.74)
4.97;videos/cuts_train/fall09.mp4;fallen;(75.68, 178.2);(72.05, 178.43);(71.91, 179.42);(71.82, 180.47);(73.22, 174.74);(73.87, 173.22);(74.55, 171.9);(74.45, 182.08);(78.42, 170.12);(79.27, 181.35);(80.66, 177.37);(88.83, 208.58);(102.4, 165.29);(117.22, 226.17);(133.82, 171.88);(111.7, 225.58);(123.02, 184.76);(112.1, 232.88);(122.85, 183.79);(112.78, 226.23);(119.05, 187.46);(111.85, 222.95);(118.54, 189.01);(153.0, 215.77);(159.69, 190.37);(158.57, 207.36);(161.25, 185.97);(184.04, 208.29);(182.05, 196.58);(190.21, 207.59);(189.98, 199.64);(177.66, 204.78);(176.49, 197.65)
5.0;videos/cuts_train/fall09.mp4;fallen;(72.48, 177.65);(68.8, 178.54);(68.43, 179.9);(67.98, 181.57);(70.62, 174.63);(71.37, 173.63);(72.11, 172.72);(70.19, 184.39);(75.95, 172.81);(75.92, 181.03);(78.04, 177.46);(82.53, 212.65);(99.89, 170.68);(105.14, 229.2);(132.8, 176.68);(104.01, 226.38);(121.57, 189.16);(104.24, 229.52);(121.85, 189.48);(103.78, 224.36);(117.91, 193.08);(104.27, 222.13);(117.09, 194.54);(149.53, 222.3);(156.81, 196.9);(146.75, 208.12);(155.97, 185.42);(182.35, 210.34);(185.67, 196.74);(189.43, 212.46);(192.27, 200.12);(177.07, 204.43);(181.74, 192.77)
5.03;videos/cuts_train/fall09.mp4;fallen;(70.55, 177.62);(64.74, 177.72);(64.28, 179.06);(63.83, 180.46);(67.7, 176.58);(68.33, 176.0);(68.82, 175.48);(65.26, 188.07);(71.45, 177.19);(72.97, 182.53);(75.36, 178.59);(78.05, 216.64);(97.28, 176.45);(113.68, 219.32);(133.67, 187.41);(122.98, 212.48);(132.08, 197.22);(127.13, 212.38);(134.64, 197.11);(126.93, 208.38);(131.25, 199.93);(126.66, 207.3);(129.78, 201.22);(146.89, 221.06);(156.29, 195.53);(140.54, 204.78);(158.06, 184.14);(176.18, 206.92);(184.34, 195.3);(186.41, 210.02);(191.27, 199.54);(176.41, 199.07);(183.86, 189.36)
5.07;videos/cuts_train/fall09.mp4;fallen;(68.93, 184.25);(63.87, 187.01);(62.95, 188.47);(62.06, 189.89);(65.95, 183.91);(66.23, 183.43);(66.32, 182.99);(62.58, 194.73);(67.62, 185.21);(71.41, 188.24);(72.93, 185.15);(75.44, 221.91);(93.17, 184.72);(105.82, 215.96);(131.21, 189.04);(114.43, 204.06);(132.6, 193.53);(119.9, 203.06);(135.36, 194.27);(119.89, 199.91);(131.65, 197.06);(118.65, 199.15);(130.13, 197.59);(145.67, 224.34);(155.05, 200.95);(144.92, 203.14);(162.17, 180.22);(176.64, 205.19);(184.48, 195.12);(185.47, 208.55);(191.08, 198.98);(177.77, 195.02);(187.13, 187.25)
5.1;videos/cuts_train/fall09.mp4;fallen;(55.89, 193.03);(51.44, 196.52);(51.17, 197.98);(51.71, 196.96);(53.37, 192.2);(54.07, 191.51);(54.81, 189.97);(54.84, 202.91);(58.4, 192.91);(61.65, 195.56);(61.15, 192.49);(74.19, 223.52);(89.47, 190.43);(108.73, 219.1);(130.64, 193.72);(115.95, 206.61);(137.06, 201.43);(120.52, 207.83);(140.31, 201.48);(119.74, 204.63);(137.94, 204.43);(119.22, 203.51);(136.43, 205.15);(142.08, 222.54);(150.62, 204.19);(146.75, 203.3);(159.81, 181.42);(173.83, 199.41);(181.4, 187.38);(180.82, 200.17);(187.34, 189.48);(171.23, 189.47);(184.03, 180.89)
5.13;videos/cuts_train/fall09.mp4;fallen;(61.79, 204.39);(57.85, 207.05);(57.46, 208.09);(57.11, 208.97);(58.83, 204.7);(59.06, 204.3);(59.2, 203.79);(58.59, 211.93);(60.39, 204.61);(65.46, 206.75);(66.04, 204.11);(71.95, 231.88);(82.66, 198.27);(97.77, 218.9);(109.06, 193.15);(92.31, 208.04);(102.13, 200.27);(92.43, 208.41);(105.07, 200.03);(89.86, 206.19);(102.35, 203.21);(90.12, 205.17);(102.38, 203.95);(144.62, 230.65);(148.83, 210.36);(138.24, 196.01);(140.87, 171.89);(171.77, 192.36);(180.35, 178.85);(177.15, 195.12);(184.62, 185.0);(176.89, 181.97);(190.25, 171.45)
5.17;videos/cuts_train/fall09.mp4;fallen;(59.91, 215.06);(55.76, 216.67);(55.34, 217.89);(54.85, 219.19);(56.28, 214.0);(56.25, 213.37);(56.15, 212.74);(55.74, 222.88);(57.31, 213.35);(62.79, 217.77);(63.68, 214.92);(70.91, 241.01);(76.95, 206.07);(98.72, 229.23);(103.33, 188.61);(93.53, 214.62);(96.18, 197.38);(93.94, 212.46);(96.74, 197.62);(90.82, 211.65);(92.7, 201.68);(90.66, 211.32);(95.19, 201.13);(146.25, 235.34);(146.28, 212.02);(134.45, 191.88);(130.56, 166.66);(172.64, 186.79);(177.9, 168.96);(178.66, 187.88);(184.07, 172.76);(176.61, 170.15);(187.71, 155.27)
5.2;videos/cuts_train/fall09.mp4;fallen;(58.48, 218.06);(54.4, 219.75);(53.95, 221.02);(53.45, 222.39);(54.65, 217.88);(54.45, 217.61);(54.2, 217.35);(53.7, 227.74);(54.52, 219.23);(61.21, 220.54);(61.66, 218.51);(70.82, 243.73);(72.54, 211.16);(95.51, 226.15);(99.39, 189.85);(98.08, 209.41);(98.13, 193.47);(99.69, 205.04);(100.85, 192.98);(97.13, 204.55);(98.62, 193.77);(96.89, 205.33);(98.1, 195.18);(145.08, 234.76);(142.91, 209.35);(121.51, 191.82);(125.3, 166.05);(161.36, 177.79);(174.01, 167.61);(169.28, 180.31);(181.77, 170.12);(166.51, 160.03);(178.46, 149.76)
5.23;videos/cuts_train/fall09.mp4;fallen;(54.08, 222.13);(49.66, 224.98);(49.29, 226.22);(48.89, 227.72);(49.92, 222.7);(49.78, 222.19);(49.59, 221.72);(49.86, 231.32);(50.68, 222.27);(56.74, 223.47);(57.49, 221.41);(71.57, 247.18);(69.87, 215.17);(93.53, 226.58);(95.37, 189.47);(96.12, 206.52);(94.37, 188.97);(97.98, 201.79);(100.3, 186.99);(97.29, 201.43);(97.63, 188.17);(95.12, 201.33);(96.22, 189.05);(144.04, 231.56);(141.79, 208.46);(117.41, 191.79);(119.65, 165.85);(153.59, 177.95);(167.91, 162.47);(161.16, 180.39);(175.88, 165.19);(156.86, 161.59);(168.71, 145.42)
5.27;videos/cuts_train/fall09.mp4;fallen;(50.91, 222.48);(46.28, 226.41);(46.06, 227.63);(45.88, 228.84);(46.7, 223.94);(46.74, 223.42);(46.71, 222.86);(48.25, 232.0);(49.08, 223.87);(54.52, 223.2);(54.9, 221.04);(69.98, 247.72);(69.21, 216.57);(84.13, 226.24);(95.83, 187.93);(75.71, 212.05);(88.35, 189.03);(73.94, 206.35);(89.51, 186.51);(68.91, 209.5);(86.58, 190.14);(73.09, 205.0);(88.34, 189.34);(143.34, 228.95);(140.26, 207.51);(114.03, 190.31);(114.1, 164.74);(152.93, 173.41);(162.93, 154.1);(161.29, 175.54);(171.93, 156.08);(155.07, 156.31);(158.45, 134.83)
5.3;videos/cuts_train/fall09.mp4;fallen;(53.06, 216.92);(48.1, 220.61);(47.84, 221.6);(47.54, 222.64);(48.14, 219.34);(47.91, 219.42);(47.6, 219.54);(48.66, 227.59);(48.59, 223.72);(56.44, 218.41);(56.25, 217.26);(72.39, 240.0);(66.77, 220.44);(92.5, 224.25);(91.59, 188.59);(95.18, 203.28);(81.89, 189.1);(100.82, 198.17);(81.18, 187.12);(95.58, 199.03);(78.63, 190.2);(94.12, 199.46);(80.06, 191.16);(142.99, 226.78);(140.67, 208.6);(114.48, 186.57);(111.28, 164.49);(150.87, 167.39);(158.25, 153.12);(159.58, 169.75);(168.41, 154.13);(151.49, 148.33);(153.26, 135.85)
5.33;videos/cuts_train/fall09.mp4;fallen;(50.12, 217.06);(44.96, 221.05);(44.77, 221.98);(44.57, 223.06);(44.83, 220.2);(44.52, 220.53);(44.01, 220.95);(46.49, 228.94);(46.03, 225.94);(54.23, 218.4);(53.88, 217.7);(72.87, 238.31);(64.93, 222.82);(95.48, 223.71);(91.9, 191.6);(102.37, 204.22);(83.64, 192.82);(107.88, 200.46);(82.99, 190.8);(103.0, 200.74);(80.17, 195.04);(100.89, 201.12);(81.46, 197.26);(142.78, 225.84);(140.67, 209.6);(117.09, 184.42);(110.04, 164.96);(151.73, 160.07);(157.34, 150.92);(160.8, 161.8);(167.79, 151.66);(150.04, 139.04);(149.7, 131.77)
5.37;videos/cuts_train/fall09.mp4;fallen;(50.3, 217.87);(44.88, 221.07);(44.63, 221.83);(44.36, 222.71);(44.75, 220.54);(44.4, 220.91);(43.95, 221.34);(45.41, 229.69);(45.24, 227.0);(54.65, 219.48);(54.19, 219.18);(69.56, 239.9);(63.2, 227.9);(97.37, 224.68);(93.28, 197.95);(110.17, 204.88);(84.32, 192.93);(115.9, 202.32);(89.89, 190.45);(112.12, 202.02);(84.91, 193.94);(110.33, 201.85);(83.66, 197.21);(141.62, 226.45);(140.49, 212.09);(116.37, 184.71);(108.09, 165.77);(151.27, 157.92);(155.87, 150.85);(160.83, 159.6);(166.72, 151.56);(147.93, 137.72);(149.55, 129.83)
5.4;videos/cuts_train/fall09.mp4;fallen;(49.49, 217.63);(44.24, 220.88);(44.01, 221.66);(43.76, 222.55);(44.23, 220.33);(43.92, 220.73);(43.6, 221.19);(44.93, 229.21);(44.85, 227.28);(53.96, 219.63);(53.57, 219.28);(69.93, 239.6);(64.66, 228.28);(99.38, 226.79);(95.08, 198.79);(116.77, 206.19);(88.57, 192.8);(122.39, 203.24);(91.88, 188.4);(119.54, 202.74);(88.48, 191.31);(117.92, 202.51);(87.6, 195.24);(141.58, 227.56);(141.22, 213.0);(116.15, 185.08);(107.77, 166.01);(150.84, 154.73);(155.54, 150.16);(160.74, 155.6);(165.77, 151.02);(146.26, 135.13);(148.84, 128.61)
5.43;videos/cuts_train/fall09.mp4;fallen;(45.13, 219.13);(39.98, 223.17);(39.79, 223.78);(39.54, 224.45);(40.23, 223.28);(40.19, 223.91);(40.13, 224.62);(41.94, 230.67);(42.62, 230.56);(50.3, 220.54);(50.66, 220.9);(68.95, 239.92);(66.33, 230.65);(100.45, 225.49);(97.44, 199.71);(119.1, 205.94);(100.96, 189.75);(124.46, 201.86);(103.58, 183.6);(122.01, 200.94);(98.5, 186.03);(120.71, 202.09);(98.17, 190.07);(141.19, 227.57);(141.73, 216.69);(115.65, 185.23);(107.87, 166.45);(151.69, 159.73);(155.14, 152.23);(160.86, 157.58);(164.89, 152.63);(146.39, 134.05);(148.92, 130.61)
5.47;videos/cuts_train/fall09.mp4;fallen;(44.01, 219.33);(39.2, 223.68);(39.09, 224.39);(38.97, 225.18);(39.47, 223.55);(39.51, 224.14);(39.53, 224.81);(42.19, 231.77);(42.67, 231.23);(49.5, 220.73);(49.9, 220.87);(69.98, 241.13);(67.92, 231.58);(103.24, 227.48);(97.83, 201.58);(120.85, 211.07);(104.05, 194.91);(126.29, 207.11);(105.62, 189.84);(123.65, 206.72);(100.69, 192.64);(122.23, 208.25);(100.89, 196.32);(142.07, 228.01);(143.93, 218.39);(112.58, 186.07);(108.43, 167.67);(153.0, 160.97);(155.28, 155.0);(162.0, 161.71);(164.86, 155.99);(148.13, 136.96);(149.32, 132.2)
5.5;videos/cuts_train/fall09.mp4;fallen;(43.76, 221.08);(39.08, 225.69);(38.99, 226.28);(38.87, 226.91);(39.42, 225.6);(39.55, 226.14);(39.69, 226.93);(42.32, 232.73);(43.11, 232.62);(49.52, 222.62);(49.98, 222.72);(70.67, 241.0);(69.15, 232.72);(103.86, 229.87);(99.72, 203.66);(117.95, 212.86);(102.29, 200.4);(123.76, 208.33);(101.95, 197.41);(121.34, 208.04);(97.4, 201.48);(119.41, 209.87);(98.53, 204.21);(142.23, 229.78);(147.19, 217.85);(109.89, 190.08);(109.25, 168.62);(150.74, 163.31);(155.85, 156.09);(160.94, 163.74);(164.5, 159.55);(149.5, 142.05);(150.5, 135.46)
5.53;videos/cuts_train/fall09.mp4;fallen;(44.74, 222.33);(39.83, 226.95);(39.74, 227.32);(39.64, 227.72);(40.44, 227.7);(40.75, 228.66);(41.03, 229.68);(43.24, 232.9);(44.5, 234.83);(50.45, 223.24);(51.18, 224.01);(71.15, 240.47);(73.72, 233.02);(103.78, 228.4);(106.16, 203.47);(116.18, 211.86);(94.56, 201.77);(120.52, 206.6);(91.05, 198.95);(118.13, 207.22);(86.04, 205.26);(117.11, 209.73);(88.31, 207.69);(142.59, 229.06);(152.1, 218.29);(110.27, 190.92);(111.1, 168.96);(150.06, 173.35);(154.36, 167.01);(159.03, 173.7);(161.56, 171.72);(150.01, 152.47);(151.6, 145.27)
